year,modified_currency,rate_to_pounds,source,notes
1870,netherlands indies guilder,11.89,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1871,netherlands indies guilder,11.6,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1872,netherlands indies guilder,11.53,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1873,netherlands indies guilder,11.7,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1874,netherlands indies guilder,11.73,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1875,netherlands indies guilder,11.79,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1876,netherlands indies guilder,11.91,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1877,netherlands indies guilder,11.91,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1878,netherlands indies guilder,12.04,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1879,netherlands indies guilder,12,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1880,netherlands indies guilder,12.04,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1881,netherlands indies guilder,12.04,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1882,netherlands indies guilder,12.04,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1883,netherlands indies guilder,11.95,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1884,netherlands indies guilder,11.93,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1885,netherlands indies guilder,11.9,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1886,netherlands indies guilder,11.91,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1887,netherlands indies guilder,11.84,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1888,netherlands indies guilder,11.77,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1889,netherlands indies guilder,11.84,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1890,netherlands indies guilder,11.93,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1891,netherlands indies guilder,11.99,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1892,netherlands indies guilder,12,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1893,netherlands indies guilder,11.93,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1894,netherlands indies guilder,11.96,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1895,netherlands indies guilder,12.08,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1896,netherlands indies guilder,12.09,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1897,netherlands indies guilder,12,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1898,netherlands indies guilder,11.95,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1899,netherlands indies guilder,11.88,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1900,netherlands indies guilder,11.83,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1901,netherlands indies guilder,11.9,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1902,netherlands indies guilder,12,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1903,netherlands indies guilder,11.93,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1904,netherlands indies guilder,11.94,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1905,netherlands indies guilder,11.89,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1906,netherlands indies guilder,11.84,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1907,netherlands indies guilder,11.75,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1908,netherlands indies guilder,11.82,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1909,netherlands indies guilder,11.9,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1910,netherlands indies guilder,11.88,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1911,netherlands indies guilder,11.88,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1912,netherlands indies guilder,11.83,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1913,netherlands indies guilder,12.13,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1914,netherlands indies guilder,12.15,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1915,netherlands indies guilder,11.99,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1916,netherlands indies guilder,11.59,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1917,netherlands indies guilder,11.58,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1918,netherlands indies guilder,10.38,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1919,netherlands indies guilder,11.38,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1920,netherlands indies guilder,10.66,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1921,netherlands indies guilder,11.71,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1922,netherlands indies guilder,11.77,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1923,netherlands indies guilder,12.03,"Currency_Communicated by Van der Eng (database on Exchange Rates in Asia, 1830-2003)",
1924,netherlands indies guilder,11.8445040214,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1925,netherlands indies guilder,11.8648648649,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1926,netherlands indies guilder,12.0247524752,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1927,netherlands indies guilder,12.1221945137,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1928,netherlands indies guilder,12.1044776119,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1929,netherlands indies guilder,12.1058706468,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1930,netherlands indies guilder,12.0937647761,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1931,netherlands indies guilder,11.2826714428,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1932,netherlands indies guilder,8.69015639648,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1933,netherlands indies guilder,8.20308249796,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1934,netherlands indies guilder,7.45905090698,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1935,netherlands indies guilder,7.20329417589,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1936,netherlands indies guilder,7.67720308312,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1937,netherlands indies guilder,8.94522461584,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1938,netherlands indies guilder,8.86269295498,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1939,netherlands indies guilder,8.26517564462,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1850,new zealand pound,1,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1851,new zealand pound,0.975,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1852,new zealand pound,0.975,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1892,new zealand pound,1.0175,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1893,new zealand pound,1.0076,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1894,new zealand pound,1.0075,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1895,new zealand pound,1.0075,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1896,new zealand pound,1.0075,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1897,new zealand pound,1.0075,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1898,new zealand pound,1.0075,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1899,new zealand pound,1.0075,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1900,new zealand pound,1.0055,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1901,new zealand pound,1.0057,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1902,new zealand pound,1.0057,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1903,new zealand pound,1.0045,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1904,new zealand pound,1.0041,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1905,new zealand pound,1.0032,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1906,new zealand pound,1.0013,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1907,new zealand pound,1.0005,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1908,new zealand pound,0.9998,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1909,new zealand pound,0.9997,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1910,new zealand pound,0.9982,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1911,new zealand pound,0.9982,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1912,new zealand pound,0.9982,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1913,new zealand pound,1.0088,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1914,new zealand pound,1.0107,"Currency_Denzel (2010), 594-595.",Auckland or Wellington on London
1924,new zealand pound,1,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1925,new zealand pound,0.999000999001,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1926,new zealand pound,1.001001001,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1927,new zealand pound,1.00200400802,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1928,new zealand pound,1.00401606426,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1929,new zealand pound,1.00502698605,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1930,new zealand pound,1.03845300304,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1931,new zealand pound,1.09260532195,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1932,new zealand pound,1.09421593026,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1933,new zealand pound,1.24496234491,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1934,new zealand pound,1.25353939245,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1935,new zealand pound,1.25365845883,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1936,new zealand pound,1.24741242748,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1937,new zealand pound,1.24480304653,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1938,new zealand pound,1.24578807975,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1939,new zealand pound,1.24824960098,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1924,nicaraguan cordoba,4.418,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1925,nicaraguan cordoba,4.829,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1926,nicaraguan cordoba,4.858,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1927,nicaraguan cordoba,4.861,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1928,nicaraguan cordoba,4.866,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1929,nicaraguan cordoba,4.8568268,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1930,nicaraguan cordoba,4.8616934,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1931,nicaraguan cordoba,4.5356339,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1932,nicaraguan cordoba,3.5039232,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1933,nicaraguan cordoba,4.1067253,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1934,nicaraguan cordoba,5.0461981,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1935,nicaraguan cordoba,4.8993314,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1936,nicaraguan cordoba,4.973427,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1937,nicaraguan cordoba,4.94067,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1938,nicaraguan cordoba,19.5321156,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1939,nicaraguan cordoba,,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1881,nicaraguan peso,5,Currency_Statesman's Yearbook 1881,Same as Honduran Gold Peso
1882,nicaraguan peso,5,Currency_Statesman's Yearbook 1882,Same as Honduran Gold Peso
1895,nicaraguan peso,6,Currency_Statesman's Yearbook 1895,Same as Honduran Gold Peso
1896,nicaraguan peso,6,Currency_Statesman's Yearbook 1896,Same as Honduran Gold Peso
1900,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1901,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1902,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1903,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1904,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1905,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1906,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1907,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1908,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1909,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1910,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1911,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1912,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1913,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1914,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1915,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1916,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1917,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1918,nicaraguan peso,5,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1828,norwegian krone,24.675,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1829,norwegian krone,24.8141666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1830,norwegian krone,24.6508333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1831,norwegian krone,24.3483333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1832,norwegian krone,25.3258333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1833,norwegian krone,24.2075,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1834,norwegian krone,21.6875,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1835,norwegian krone,20.5783333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1836,norwegian krone,20.1791666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1837,norwegian krone,20.2616666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1838,norwegian krone,20.6133333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1839,norwegian krone,19.9258333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1840,norwegian krone,18.8975,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1841,norwegian krone,17.795,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1842,norwegian krone,17.9225,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1843,norwegian krone,18.63,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1844,norwegian krone,18.4166666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1845,norwegian krone,18.2175,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1846,norwegian krone,18.24,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1847,norwegian krone,18.1266666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1848,norwegian krone,18.4133333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1849,norwegian krone,18.5533333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1850,norwegian krone,18.3408333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1851,norwegian krone,18.0991666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1852,norwegian krone,18.245,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1853,norwegian krone,17.5591666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1854,norwegian krone,17.585,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1855,norwegian krone,17.89,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1856,norwegian krone,17.945,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1857,norwegian krone,17.8541666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1858,norwegian krone,17.8433333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1859,norwegian krone,17.7291666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1860,norwegian krone,17.7441666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1861,norwegian krone,17.9416666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1862,norwegian krone,17.8991666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1863,norwegian krone,17.8633333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1864,norwegian krone,17.8583333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1865,norwegian krone,17.8933333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1866,norwegian krone,17.9158333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1867,norwegian krone,17.9775,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1868,norwegian krone,18.1491666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1869,norwegian krone,18.155,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1870,norwegian krone,18.0075,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1871,norwegian krone,17.9508333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1872,norwegian krone,17.9941666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1873,norwegian krone,18.0641666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1874,norwegian krone,18.1283333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1875,norwegian krone,18.1858333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1876,norwegian krone,18.1433333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1877,norwegian krone,18.2041666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1878,norwegian krone,18.2091666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1879,norwegian krone,18.1625,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1880,norwegian krone,18.135,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1881,norwegian krone,18.195,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1882,norwegian krone,18.1833333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1883,norwegian krone,18.17416667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1884,norwegian krone,18.1741666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1885,norwegian krone,18.19,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1886,norwegian krone,18.1416666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1887,norwegian krone,18.1425,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1888,norwegian krone,18.1508333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1889,norwegian krone,18.1675,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1890,norwegian krone,18.1783333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1891,norwegian krone,18.1541666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1892,norwegian krone,18.1391666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1893,norwegian krone,18.1566666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1894,norwegian krone,18.1325,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1895,norwegian krone,18.1641666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1896,norwegian krone,18.1575,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1897,norwegian krone,18.1383333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1898,norwegian krone,18.1991666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1899,norwegian krone,18.2275,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1900,norwegian krone,18.2283333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1901,norwegian krone,18.1633333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1902,norwegian krone,18.1933333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1903,norwegian krone,18.2,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1904,norwegian krone,18.1758333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1905,norwegian krone,18.1783333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1906,norwegian krone,18.2266666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1907,norwegian krone,18.2758333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1908,norwegian krone,18.1983333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1909,norwegian krone,18.2075,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1910,norwegian krone,18.2058333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1911,norwegian krone,18.1991666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1912,norwegian krone,18.2208333333,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1913,norwegian krone,18.2466666667,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1914,norwegian krone,18.5125,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
1915,norwegian krone,18.4158,"Currency_Eitrheim, Klovland, Qvigstad, eds. (2004), pp. 304-314.",Average of monthly exchange rates.
