year,modified_currency,rate_to_pounds,source,notes
1875,uruguayan peso,4.69794776119,"Currency_Annales du commerce extérieur, Uruguay, Faits commerciaux n° 6, octobre 1878 and French Franc.",
1879,uruguayan peso,4.67574074074,"Currency_Annales du commerce extérieur, Uruguay, Faits Commerciaux N° 8,1873/03-1886/12 (N 5-9) and French Franc.",
1880,uruguayan peso,4.68074074074,"Currency_Annales du commerce extérieur, Uruguay, Faits Commerciaux N° 8,1873/03-1886/12 (N 5-9) and French Franc.",
1881,uruguayan peso,4.8,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1882,uruguayan peso,4.8,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1883,uruguayan peso,4.8,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1884,uruguayan peso,4.8,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1885,uruguayan peso,4.8,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1886,uruguayan peso,4.7051,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1887,uruguayan peso,4.724,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1888,uruguayan peso,4.6758,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1889,uruguayan peso,4.6924,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1890,uruguayan peso,4.6642,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1891,uruguayan peso,4.6281,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1892,uruguayan peso,4.6543,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1893,uruguayan peso,4.6664,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1894,uruguayan peso,4.6454,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1895,uruguayan peso,4.6369,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1896,uruguayan peso,4.65,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1897,uruguayan peso,4.6556,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1898,uruguayan peso,4.6426,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1899,uruguayan peso,4.6087,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1900,uruguayan peso,4.6158,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1901,uruguayan peso,4.6253,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1902,uruguayan peso,4.63,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1903,uruguayan peso,4.6206,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1904,uruguayan peso,4.6336,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1905,uruguayan peso,4.6273,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1906,uruguayan peso,4.6332,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1907,uruguayan peso,4.6122,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1908,uruguayan peso,4.6452,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1909,uruguayan peso,4.64,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1910,uruguayan peso,4.649,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1911,uruguayan peso,4.6337,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1912,uruguayan peso,4.6303,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1913,uruguayan peso,4.6316,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1914,uruguayan peso,4.6622,"Currency_Denzel (2010), 485.",Montevideo on London. Pesos gold.
1915,uruguayan peso,4.8,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1916,uruguayan peso,4.8,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1917,uruguayan peso,4.8,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1918,uruguayan peso,4.8,Currency_Calculated from Statistical Abstract for the principal and other Foreign Countries,
1924,uruguayan peso,4.418,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1925,uruguayan peso,4.829,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1926,uruguayan peso,4.858,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1927,uruguayan peso,4.861,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1928,uruguayan peso,4.866,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1929,uruguayan peso,4.8568268,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1930,uruguayan peso,4.8616934,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1931,uruguayan peso,9.0712678,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1932,uruguayan peso,7.0078464,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1933,uruguayan peso,8.2134506,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1934,uruguayan peso,10.0923962,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1935,uruguayan peso,9.7986628,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1936,uruguayan peso,9.946854,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1937,uruguayan peso,9.88134,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1938,uruguayan peso,9.7660578,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1939,uruguayan peso,,Currency_http://moxlad.fcs.edu.uy/en/databaseaccess.html,
1815,us dollar,4.5381,"Currency_Denzel (2010), 417-420.",New York on London
1816,us dollar,4.7411,"Currency_Denzel (2010), 417-420.",New York on London
1817,us dollar,4.5103,"Currency_Denzel (2010), 417-420.",New York on London
1818,us dollar,4.4428,"Currency_Denzel (2010), 417-420.",New York on London
1819,us dollar,4.4679,"Currency_Denzel (2010), 417-420.",New York on London
1820,us dollar,4.4928,"Currency_Denzel (2010), 417-420.",New York on London
1821,us dollar,4.7855,"Currency_Denzel (2010), 417-420.",New York on London
1822,us dollar,4.9206,"Currency_Denzel (2010), 417-420.",New York on London
1823,us dollar,4.777,"Currency_Denzel (2010), 417-420.",New York on London
1824,us dollar,4.8406,"Currency_Denzel (2010), 417-420.",New York on London
1825,us dollar,4.8003,"Currency_Denzel (2010), 417-420.",New York on London
1826,us dollar,4.8885,"Currency_Denzel (2010), 417-420.",New York on London
1827,us dollar,4.9145,"Currency_Denzel (2010), 417-420.",New York on London
1828,us dollar,4.9075,"Currency_Denzel (2010), 417-420.",New York on London
1829,us dollar,4.8331,"Currency_Denzel (2010), 417-420.",New York on London
1830,us dollar,4.759,"Currency_Denzel (2010), 417-420.",New York on London
1831,us dollar,4.8288,"Currency_Denzel (2010), 417-420.",New York on London
1832,us dollar,4.8438,"Currency_Denzel (2010), 417-420.",New York on London
1833,us dollar,4.7859,"Currency_Denzel (2010), 417-420.",New York on London
1834,us dollar,4.6126,"Currency_Denzel (2010), 417-420.",New York on London
1835,us dollar,4.8234,"Currency_Denzel (2010), 417-420.",New York on London
1836,us dollar,4.7874,"Currency_Denzel (2010), 417-420.",New York on London
1837,us dollar,5.0644,"Currency_Denzel (2010), 417-420.",New York on London
1838,us dollar,4.814,"Currency_Denzel (2010), 417-420.",New York on London
1839,us dollar,4.8513,"Currency_Denzel (2010), 417-420.",New York on London
1840,us dollar,4.7885,"Currency_Denzel (2010), 417-420.",New York on London
1841,us dollar,4.8188,"Currency_Denzel (2010), 417-420.",New York on London
1842,us dollar,4.7603,"Currency_Denzel (2010), 417-420.",New York on London
1843,us dollar,4.7781,"Currency_Denzel (2010), 417-420.",New York on London
1844,us dollar,4.8503,"Currency_Denzel (2010), 417-420.",New York on London
1845,us dollar,4.8646,"Currency_Denzel (2010), 417-420.",New York on London
1846,us dollar,4.8087,"Currency_Denzel (2010), 417-420.",New York on London
1847,us dollar,4.7471,"Currency_Denzel (2010), 417-420.",New York on London
1848,us dollar,4.87,"Currency_Denzel (2010), 417-420.",New York on London
1849,us dollar,4.8262,"Currency_Denzel (2010), 417-420.",New York on London
1850,us dollar,4.8336,"Currency_Denzel (2010), 417-420.",New York on London
1851,us dollar,4.897,"Currency_Denzel (2010), 417-420.",New York on London
1852,us dollar,4.8914,"Currency_Denzel (2010), 417-420.",New York on London
1853,us dollar,4.8622,"Currency_Denzel (2010), 417-420.",New York on London
1854,us dollar,4.8498,"Currency_Denzel (2010), 417-420.",New York on London
1855,us dollar,4.8558,"Currency_Denzel (2010), 417-420.",New York on London
1856,us dollar,4.8623,"Currency_Denzel (2010), 417-420.",New York on London
1857,us dollar,4.8255,"Currency_Denzel (2010), 417-420.",New York on London
1858,us dollar,4.8636,"Currency_Denzel (2010), 417-420.",New York on London
1859,us dollar,4.8791,"Currency_Denzel (2010), 417-420.",New York on London
1860,us dollar,4.87,"Currency_Denzel (2010), 417-420.",New York on London
1861,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",Dollar-Sterling par value
1862,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",Dollar-Sterling par value
1863,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",Dollar-Sterling par value
1864,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",Dollar-Sterling par value
1865,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",Dollar-Sterling par value
1866,us dollar,4.7624,"Currency_Denzel (2010), 417-420.",New York on London
1867,us dollar,4.8602,"Currency_Denzel (2010), 417-420.",New York on London
1868,us dollar,4.8753,"Currency_Denzel (2010), 417-420.",New York on London
1869,us dollar,4.8475,"Currency_Denzel (2010), 417-420.",New York on London
1870,us dollar,4.8463,"Currency_Denzel (2010), 417-420.",New York on London
1871,us dollar,4.8584,"Currency_Denzel (2010), 417-420.",New York on London
1872,us dollar,4.842,"Currency_Denzel (2010), 417-420.",New York on London
1873,us dollar,4.8167,"Currency_Denzel (2010), 417-420.",New York on London
1874,us dollar,4.8574,"Currency_Denzel (2010), 417-420.",New York on London
1875,us dollar,4.8497,"Currency_Denzel (2010), 417-420.",New York on London
1876,us dollar,4.857,"Currency_Denzel (2010), 417-420.",New York on London
1877,us dollar,4.8435,"Currency_Denzel (2010), 417-420.",New York on London
1878,us dollar,4.833,"Currency_Denzel (2010), 417-420.",New York on London
1879,us dollar,4.8424,"Currency_Denzel (2010), 417-420.",New York on London
1880,us dollar,4.8485,"Currency_Denzel (2010), 417-420.",New York on London
1881,us dollar,4.8625,"Currency_Denzel (2010), 417-420.",New York on London
1882,us dollar,4.8897,"Currency_Denzel (2010), 417-420.",New York on London
1883,us dollar,4.8646,"Currency_Denzel (2010), 417-420.",New York on London
1884,us dollar,4.871,"Currency_Denzel (2010), 417-420.",New York on London
1885,us dollar,4.8654,"Currency_Denzel (2010), 417-420.",New York on London
1886,us dollar,4.8774,"Currency_Denzel (2010), 417-420.",New York on London
1887,us dollar,4.864,"Currency_Denzel (2010), 417-420.",New York on London
1888,us dollar,4.8814,"Currency_Denzel (2010), 417-420.",New York on London
1889,us dollar,4.8827,"Currency_Denzel (2010), 417-420.",New York on London
1890,us dollar,4.8682,"Currency_Denzel (2010), 417-420.",New York on London
1891,us dollar,4.8672,"Currency_Denzel (2010), 417-420.",New York on London
1892,us dollar,4.8768,"Currency_Denzel (2010), 417-420.",New York on London
1893,us dollar,4.8718,"Currency_Denzel (2010), 417-420.",New York on London
1894,us dollar,4.8805,"Currency_Denzel (2010), 417-420.",New York on London
1895,us dollar,4.8932,"Currency_Denzel (2010), 417-420.",New York on London
1896,us dollar,4.8774,"Currency_Denzel (2010), 417-420.",New York on London
1897,us dollar,4.868,"Currency_Denzel (2010), 417-420.",New York on London
1898,us dollar,4.8537,"Currency_Denzel (2010), 417-420.",New York on London
1899,us dollar,4.8702,"Currency_Denzel (2010), 417-420.",New York on London
1900,us dollar,4.8728,"Currency_Denzel (2010), 417-420.",New York on London
1901,us dollar,4.8789,"Currency_Denzel (2010), 417-420.",New York on London
1902,us dollar,4.8779,"Currency_Denzel (2010), 417-420.",New York on London
1903,us dollar,4.8685,"Currency_Denzel (2010), 417-420.",New York on London
1904,us dollar,4.8692,"Currency_Denzel (2010), 417-420.",New York on London
1905,us dollar,4.8693,"Currency_Denzel (2010), 417-420.",New York on London
1906,us dollar,4.8568,"Currency_Denzel (2010), 417-420.",New York on London
1907,us dollar,4.8658,"Currency_Denzel (2010), 417-420.",New York on London
1908,us dollar,4.8679,"Currency_Denzel (2010), 417-420.",New York on London
1909,us dollar,4.8759,"Currency_Denzel (2010), 417-420.",New York on London
1910,us dollar,4.867,"Currency_Denzel (2010), 417-420.",New York on London
1911,us dollar,4.8656,"Currency_Denzel (2010), 417-420.",New York on London
1912,us dollar,4.87,"Currency_Denzel (2010), 417-420.",New York on London
1913,us dollar,4.8701,"Currency_Denzel (2010), 417-420.",New York on London
1914,us dollar,4.8707,"Currency_Denzel (2010), 417-420.",New York on London
1915,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",
1916,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",
1917,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",
1918,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",
1919,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",
1920,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",
1921,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",
1922,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",
1923,us dollar,4.8666,"Currency_Carter et al. (2006), vol. 5, Serie Ee612.",
1924,us dollar,4.418,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1925,us dollar,4.829,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1926,us dollar,4.858,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1927,us dollar,4.861,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1928,us dollar,4.866,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1929,us dollar,4.85682688,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
1930,us dollar,4.86169344,"Currency_Calculated from League of Nations, Statistical Yearbook of the League of Nations.",
