slug,acronym,author,name,edition_date,country,pages,volume,shelf_number,dates,notes
"Currency_Schneider et al (1997), vol II, p. 33.",WdW,,Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,33,2,,1914-1951,
"Currency_Schneider et al (1997), vol II, p. 37.",WdW,,Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,37,2,,1914-1951,
"Currency_Schneider et al. (1991), vol I, I, New York on Bremen, 60 Tage, p. 362-363 and US dollar constant exchange rate.",WdW,,Währungen der Welt,1991,Europäische und Nordamerikanische Devisenkurze,362-363,1(1),,1777-1914,
"Currency_Schneider et al. (1991), vol I, II, London on Antwerpen, drei Monate, p. 35-39.",WdW,,Währungen der Welt,1991,Europäische und Nordamerikanische Devisenkurze,35-39,1(2),,1777-1914,
"Currency_Schneider et al. (1991), vol I, II, Paris on Berlin, 90 Tage, pp. 339-341 & Schneider et al. (1991), pp. 203-207.",WdW,,Währungen der Welt,1991,Europäische und Nordamerikanische Devisenkurze,339-341,1(2),,1777-1914,
"Currency_Schneider et al. (1997), II, pp. 67-68. London on St. Petersburg.",WdW,,Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,67-68,2,,1914-1951,"Tscherwonetz,New Rubel"
"Currency_Schneider et al. (1997), vo. VII, p. 212.",WdW,,Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,212,7,,19th-20th,Buenos Aires sur London 60 Tage
"Currency_Schneider et al. (1997), vol II, p. 35.",WdW,,Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,35,2,,1914-1951,
"Currency_Schneider et al. (1997), vol II, p. 41.",WdW,,Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,41,2,,1914-1951,
"Currency_Schneider et al. (1997), vol II, p. 50.",WdW,,Währungen der Welt,1997,Europäische und Nordamerikanische Devisenkurze,50,2,,1914-1951,
"Currency_Schneider et al. (1997), vol VII, p. 49-50.",WdW,,Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,49-50,7,,19th-20th,1 Peso = 5 Bolivares
"Currency_Schneider et al. (1997), vol. VII, p. 212-213.",WdW,,Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,212-213,7,,19th-20th,Buenos Aires sur London 60 Tage
"Currency_Schneider et al. (1997), vol. VII, p. 214.",WdW,,Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,214,7,,19th-20th,Buenos Aires on London 60 Tage
"Currency_Schneider et al. (1997), vol. VII, p. 215-216.",WdW,,Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,215-216,7,,19th-20th,"Buenos Aires on London, 90 Tage. Cf. Statistical Abstract for principal and other Foreign Countries : 1 peso nacional = 1 peso gold = 4 s"
"Currency_Schneider et al. (1997), vol. VII, p. 217-218.",WdW,,Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,217-218,7,,19th-20th,"Buenos Aires on London, 90 Tage"
"Currency_Schneider et al. (1997), vol. VII, p. 40.",WdW,,Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,40,7,,19th-20th,"In 1826, a British consular report indicated 48 pence for 1 peso.,In Lima 1850, 1 peso was reported between 45 1/2 and 46 1/2 pence."
"Currency_Schneider et al. (1997), vol. VII, p. 41.",WdW,,Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,41,7,,19th-20th,"Soles de Oro was introduced in 1863. 1 peso = 4/5 Sol.,In Lima 1873, 1 Sol = 44 Pence Sterling."
"Currency_Schneider et al. (1997), vol. VII, p. 45.",WdW,,Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,45,7,,19th-20th,
"Currency_Schneider et al. (1997), vol. VII, p. 47.",WdW,,Währungen der Welt,1997,Lateinamerikanische Devisenkurze im 19. und 20. Jahrhundert,47,7,,19th-20th,
"Currency_Schneider et al. (1997), p. 90.",WdW,,Währungen der Welt,1997,,90,,,,
Currency_Statesman's Yearbook,SY,,Statesman's Yearbook,,,,,,,Venezuela same as Colombia. 1 Peso = 5 Bolivares. 1 Venezolano = 4s. 1 Venezolano = 5 Bolivares
Currency_Statesman's Yearbook 1880,SY,,Statesman's Yearbook,,,,,,1880,
Currency_Statesman's Yearbook 1881,SY,,Statesman's Yearbook,,,,,,1881,Same as Honduran Gold Peso
Currency_Statesman's Yearbook 1882,SY,,Statesman's Yearbook,,,,,,1882,Same as Honduran Gold Peso
Currency_Statesman's Yearbook 1883,SY,,Statesman's Yearbook,,,,,,1883,
Currency_Statesman's Yearbook 1884,SY,,Statesman's Yearbook,,,,,,1884,
Currency_Statesman's Yearbook 1885,SY,,Statesman's Yearbook,,,,,,1885,
Currency_Statesman's Yearbook 1886,SY,,Statesman's Yearbook,,,,,,1886,
Currency_Statesman's Yearbook 1887,SY,,Statesman's Yearbook,,,,,,1887,
Currency_Statesman's Yearbook 1888,SY,,Statesman's Yearbook,,,,,,1888,
Currency_Statesman's Yearbook 1889,SY,,Statesman's Yearbook,,,,,,1889,
Currency_Statesman's Yearbook 1890,SY,,Statesman's Yearbook,,,,,,1890,
Currency_Statesman's Yearbook 1895,SY,,Statesman's Yearbook,,,,,,1895,Same as Honduran Gold Peso
Currency_Statesman's Yearbook 1896,SY,,Statesman's Yearbook,,,,,,1896,Same as Honduran Gold Peso
"Currency_Valério (2001), p. 745.",HS-PGL,,Portuguese Historical Statistics,2001,,745,,,,
"Département de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 218. Faits Commerciaux N° 3. Paris, septembre 1844. Cote BNF: LC5-138 (AJ)1843-1847 (N 1-13)",ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,sept. 1844,Autriche,,3,BNF: LC5-138 (AJ) 1843-1847 (N 1-13),,
"Département de l'Agriculture, du Commerce et des Travaux Publics. Annales du Commerce Extérieur. 3ème série des avis divers N° 282. Faits Commerciaux N° 2. Paris, août 1845. Cote BNF: LC5-138 (BK)1844/05-1859/10 (N 1-14)",ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,août 1845,Espagne,,2,BNF: LC5-138 (BK) 1844/05-1859/10 (N 1-14),,
"Depoid Pierre, (Avril 1934), Le commerce des territoires français d'outre-mer, Bulletin de la Statistique Générale de la France, Archive INSEE, Paris",BSG-FR,,Bulletin de la Statistique Générale de la France,Avril-Juin 1934,,,XXIII(III),,,Le commerce des territoires français d'outre-mer
Documents sur le commerce extérieur. Algérie. Faits commerciaux n°1 (août 1844). 3ème série des Avis divers. BNF : LC5-138 (AB),ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,août 1844,Algérie,,1,BNF: LC5-138 (AB),,
Documents sur le commerce extérieur. Amérique Latine. Equateur Faits commerciaux. N° 2 [BNF : LC5-138 (An)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,"Bolivie, Equateur, Pérou",,2,BNF: LC5-138 (AN),,
Documents sur le commerce extérieur. Amérique Latine. Equateur Faits commerciaux. N° 4  [BNF : LC5-138 (An)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,"Bolivie, Equateur, Pérou",,4,BNF: LC5-138 (AN),,
Documents sur le commerce extérieur. Amérique Latine. Equateur Faits commerciaux. N° 6  [BNF : LC5-138 (An)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,"Bolivie, Equateur, Pérou",,6,BNF: LC5-138 (AN),,
Documents sur le commerce extérieur. Amérique Latine. Pérou Faits commerciaux. N° 1 [BNF : LC5-138 (An)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,"Bolivie, Equateur, Pérou",,1,BNF: LC5-138 (AN),,
Documents sur le commerce extérieur. Amérique Latine. Pérou Faits commerciaux. N° 3 [BNF : LC5-138 (An)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,"Bolivie, Equateur, Pérou",,3,BNF: LC5-138 (AN),,
Documents sur le commerce extérieur. Association allemande. Faits commerciaux n° 4.  BNF [LC5-138(AH)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,4,BNF: LC5-138 (AH),,
Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 1 [BNF : LC5-138 (AH)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,1,BNF: LC5-138 (AH),,
Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 10. BNF : LC5-138 (AH),ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,10,BNF: LC5-138 (AH),,
Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 5 [BNF : LC5-138 (AH)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,5,BNF: LC5-138 (AH),,
Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 6 [BNF : LC5-138 (AH)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,6,BNF: LC5-138 (AH),,
Documents sur le commerce extérieur. Association allemande. Faits commerciaux. N° 9 [BNF : LC5-138 (AH)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Association allemande,,9,BNF: LC5-138 (AH),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 1 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,1,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 10 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,10,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 11  [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,11,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 12 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,12,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 13  [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,13,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 15  [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,15,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 16 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,16,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 17 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,17,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 18 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,18,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 19 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,19,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 2 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,2,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 20 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,20,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 4 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,4,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 5 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,5,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 6 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,6,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Brésil. Faits commerciaux. N° 7 [BNF : LC5-138 (AP)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Brésil,,7,BNF: LC5-138 (AP),,
Documents sur le commerce extérieur. Colombie Faits commerciaux. N° 13 [BNF : LC5-138 (D)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colombie,,13,BNF: LC5-138 (D),,
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 11 [BNF : LC5-138 (AV)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,11,BNF: LC5-138 (AV),,
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 12 [BNF : LC5-138 (AV)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,12,BNF: LC5-138 (AV),,
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 16 [BNF : LC5-138 (AV)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,16,BNF: LC5-138 (AV),,
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 17 [BNF : LC5-138 (AV)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,17,BNF: LC5-138 (AV),,
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 18 [BNF : LC5-138 (AV)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,18,BNF: LC5-138 (AV),,
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 4 [BNF : LC5-138 (AV)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,4,BNF: LC5-138 (AV),,
Documents sur le commerce extérieur. Colonies anglaises d'Afrique. Faits commerciaux. N° 7 [BNF : LC5-138 (AV)],ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Colonies anglaises d'Afrique,,7,BNF: LC5-138 (AV),,
"Documents sur le commerce extérieur. Gibraltar. Faits commerciaux, n° 2. BNF : LC5-138 (BV)",ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Gibraltar,,2,BNF: LC5-138 (BV),,
"Documents sur le commerce extérieur. Iles ioniennes. Faits commerciaux, n° 1. BNF : LC5-138 (CF)",ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Iles ioniennes,,1,BNF: LC5-138 (CF),,
"Documents sur le commerce extérieur. Iles ioniennes. Faits commerciaux, n° 2. BNF : LC5-138 (CF)",ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Iles ioniennes,,2,BNF: LC5-138 (CF),,
Documents sur le commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 1.  BNF : LC5-138 (CM).,ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,1,BNF: LC5-138 (CM),,
Documents sur le commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 2.  BNF : LC5-138 (CM),ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,2,BNF: LC5-138 (CM),,
Documents sur le commerce extérieur. Indes occidentales espagnoles. Faits commerciaux n° 3.  BNF : LC5-138 (CM).,ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes occidentales espagnoles,,3,BNF: LC5-138 (CM),,
"Documents sur le commerce extérieur. Indes orientales néerlandaises. Faits commerciaux, n° 2. BNF : LC5-138 (C0)",ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,2,BNF: LC5-138 (C0),,
"Documents sur le commerce extérieur. Indes orientales néerlandaises. Faits commerciaux, n° 3. BNF : LC5-138 (C0)",ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,3,BNF: LC5-138 (C0),,
"Documents sur le commerce extérieur. Indes orientales néerlandaises. Faits commerciaux, n° 4. BNF : LC5-138 (C0)",ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Indes orientales néerlandaises,,4,BNF: LC5-138 (C0),,
"Documents sur le commerce extérieur. Malte. Faits commerciaux, n° 1.  BNF : LC5-138 (CU)",ACE-3,,Annales du commerce extérieur. Faits commerciaux. 3e série Avis divers,,Malte,,1,BNF: LC5-138 (CU),,
