year,reporting,partner,flow,expimp,nb,"group_concat(distinct partner)"
1867,France,"Colombia (New Granada) (Gran Colombia)",202807.49194735,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1867,France,"Virgin Islands (Danish West Indies)",182924.404501531,Exp,1,"St. Thomas"
1867,France,"Virgin Islands (Danish West Indies)",11929.8524674912,Imp,1,"St. Thomas"
1868,France,"Colombia (New Granada) (Gran Colombia)",766724.932464643,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1868,France,"Colombia (New Granada) (Gran Colombia)",238360.082631495,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1868,France,"Virgin Islands (Danish West Indies)",135070.713491181,Exp,1,"St. Thomas"
1868,France,"Virgin Islands (Danish West Indies)",15890.672175433,Imp,1,"St. Thomas"
1869,France,"Colombia (New Granada) (Gran Colombia)",798569.725864124,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1869,France,"Colombia (New Granada) (Gran Colombia)",369487.485101311,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1869,France,"Virgin Islands (Danish West Indies)",143027.413587604,Exp,1,"St. Thomas"
1869,France,"Virgin Islands (Danish West Indies)",11918.9511323004,Imp,1,"St. Thomas"
1870,France,"Colombia (New Granada) (Gran Colombia)",726276.937730682,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1870,France,"Colombia (New Granada) (Gran Colombia)",388935.190697305,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1870,France,"Virgin Islands (Danish West Indies)",202405.048220026,Exp,1,"St. Thomas"
1870,France,"Virgin Islands (Danish West Indies)",7937.45287137358,Imp,1,"St. Thomas"
1871,France,"Colombia (New Granada) (Gran Colombia)",614890.533818979,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1871,France,"Colombia (New Granada) (Gran Colombia)",137077.507539263,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1871,France,"Virgin Islands (Danish West Indies)",234990.012924451,Exp,1,"St. Thomas"
1871,France,"Virgin Islands (Danish West Indies)",7833.00043081502,Imp,1,"St. Thomas"
1872,France,"Colombia (New Granada) (Gran Colombia)",1196359.92782616,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1872,France,"Colombia (New Granada) (Gran Colombia)",337334.274731309,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1872,France,"Virgin Islands (Danish West Indies)",427551.580764101,Exp,1,"St. Thomas"
1872,France,"Virgin Islands (Danish West Indies)",7844.98313328626,Imp,1,"St. Thomas"
1873,France,"Colombia (New Granada) (Gran Colombia)",1184246.76397687,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1873,France,"Colombia (New Granada) (Gran Colombia)",479993.70500059,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1873,France,"Virgin Islands (Danish West Indies)",283274.973442971,Exp,1,"St. Thomas"
1873,France,"Virgin Islands (Danish West Indies)",7868.74926230476,Imp,1,"St. Thomas"
1874,France,"Colombia (New Granada) (Gran Colombia)",809941.636558542,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1874,France,"Colombia (New Granada) (Gran Colombia)",389089.6097193,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1874,France,"Virgin Islands (Danish West Indies)",472465.95465915,Exp,1,"St. Thomas"
1874,France,"Virgin Islands (Danish West Indies)",11910.9064199786,Imp,1,"St. Thomas"
1875,France,"Colombia (New Granada) (Gran Colombia)",754537.151026568,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1875,France,"Colombia (New Granada) (Gran Colombia)",393153.568166475,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1875,France,"Virgin Islands (Danish West Indies)",444779.794289345,Exp,1,"St. Thomas"
1875,France,"Virgin Islands (Danish West Indies)",11913.7444898932,Imp,1,"St. Thomas"
1876,France,"Colombia (New Granada) (Gran Colombia)",797682.355742519,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1876,France,"Colombia (New Granada) (Gran Colombia)",265894.11858084,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1876,France,"Virgin Islands (Danish West Indies)",337328.359393603,Exp,1,"St. Thomas"
1876,France,"Virgin Islands (Danish West Indies)",39685.6893404238,Imp,1,"St. Thomas"
1877,France,"Colombia (New Granada) (Gran Colombia)",703861.295581978,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1877,France,"Colombia (New Granada) (Gran Colombia)",314152.781643934,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1877,France,"Virgin Islands (Danish West Indies)",433451.306318845,Exp,1,"St. Thomas"
1877,France,"Virgin Islands (Danish West Indies)",23859.7049349823,Imp,1,"St. Thomas"
1878,France,"Colombia (New Granada) (Gran Colombia)",830485.575776842,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1878,France,"Colombia (New Granada) (Gran Colombia)",345704.521974092,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1878,France,"Virgin Islands (Danish West Indies)",588095.048875467,Exp,1,"St. Thomas"
1878,France,"Virgin Islands (Danish West Indies)",15894.460780418,Imp,1,"St. Thomas"
1879,France,"Colombia (New Granada) (Gran Colombia)",883203.295180007,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1879,France,"Colombia (New Granada) (Gran Colombia)",550516.85215256,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1879,France,"Virgin Islands (Danish West Indies)",526753.534793457,Exp,1,"St. Thomas"
1879,France,"Virgin Islands (Danish West Indies)",23763.3173591033,Imp,1,"St. Thomas"
1880,France,"Colombia (New Granada) (Gran Colombia)",838740.307010603,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1880,France,"Colombia (New Granada) (Gran Colombia)",565754.075011869,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1880,France,"Virgin Islands (Danish West Indies)",945561.006488368,Exp,1,"St. Thomas"
1880,France,"Virgin Islands (Danish West Indies)",11868.9666086406,Imp,1,"St. Thomas"
1881,France,"Colombia (New Granada) (Gran Colombia)",1005422.95056011,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1881,France,"Colombia (New Granada) (Gran Colombia)",744171.317737403,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1881,France,"Virgin Islands (Danish West Indies)",819380.121125757,Exp,1,"St. Thomas"
1881,France,"Virgin Islands (Danish West Indies)",11875.0742192139,Imp,1,"St. Thomas"
1882,France,"Colombia (New Granada) (Gran Colombia)",964438.799809493,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1882,France,"Colombia (New Granada) (Gran Colombia)",746150.182568662,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1882,France,"Virgin Islands (Danish West Indies)",587394.824575329,Exp,1,"St. Thomas"
1882,France,"Virgin Islands (Danish West Indies)",3968.88394983331,Imp,1,"St. Thomas"
1883,France,"Colombia (New Granada) (Gran Colombia)",990844.595933574,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1883,France,"Colombia (New Granada) (Gran Colombia)",519202.568269193,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1883,France,"Virgin Islands (Danish West Indies)",574689.865641473,Exp,1,"St. Thomas"
1883,France,"Virgin Islands (Danish West Indies)",3963.37838373429,Imp,1,"St. Thomas"
1884,France,"Colombia (New Granada) (Gran Colombia)",1087646.87202286,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1884,France,"Colombia (New Granada) (Gran Colombia)",480311.209907907,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1884,France,"Virgin Islands (Danish West Indies)",698634.487138774,Exp,1,"St. Thomas"
1884,France,"Virgin Islands (Danish West Indies)",0.0,Imp,1,"St. Thomas"
1885,France,"Colombia (New Granada) (Gran Colombia)",863537.334125569,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1885,France,"Colombia (New Granada) (Gran Colombia)",467419.290948703,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1885,France,"Virgin Islands (Danish West Indies)",384234.501881561,Exp,1,"St. Thomas"
1885,France,"Virgin Islands (Danish West Indies)",3961.18043176867,Imp,1,"St. Thomas"
1886,France,"Colombia (New Granada) (Gran Colombia)",1054593.03017088,Exp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1886,France,"Colombia (New Granada) (Gran Colombia)",428180.628791183,Imp,1,"Colombia (New Granada) (Gran Colombia) (other)"
1886,France,"Virgin Islands (Danish West Indies)",261665.939816834,Exp,1,"St. Thomas"
1886,France,"Virgin Islands (Danish West Indies)",3964.63545177021,Imp,1,"St. Thomas"
1887,France,"Virgin Islands (Danish West Indies)",284618.729493616,Exp,1,"St. Thomas"
1887,France,"Virgin Islands (Danish West Indies)",0.0,Imp,1,"St. Thomas"
1888,France,"Virgin Islands (Danish West Indies)",316143.054732266,Exp,1,"St. Thomas"
1888,France,"Virgin Islands (Danish West Indies)",7903.57636830666,Imp,1,"St. Thomas"
1889,France,"Virgin Islands (Danish West Indies)",332936.979785969,Exp,1,"St. Thomas"
1889,France,"Virgin Islands (Danish West Indies)",0.0,Imp,1,"St. Thomas"
1890,France,"Virgin Islands (Danish West Indies)",281466.798810704,Exp,1,"St. Thomas"
1890,France,"Virgin Islands (Danish West Indies)",3964.32111000991,Imp,1,"St. Thomas"
1891,France,"Virgin Islands (Danish West Indies)",328947.368421053,Exp,1,"St. Thomas"
1891,France,"Virgin Islands (Danish West Indies)",0.0,Imp,1,"St. Thomas"
1892,France,"Virgin Islands (Danish West Indies)",206636.201072919,Exp,1,"St. Thomas"
1892,France,"Virgin Islands (Danish West Indies)",15895.0923902245,Imp,1,"St. Thomas"
1893,France,"Virgin Islands (Danish West Indies)",226442.078499921,Exp,1,"St. Thomas"
1893,France,"Virgin Islands (Danish West Indies)",3972.66804385826,Imp,1,"St. Thomas"
1894,France,"Virgin Islands (Danish West Indies)",262373.2856291,Exp,1,"St. Thomas"
1894,France,"Virgin Islands (Danish West Indies)",7950.70562512423,Imp,1,"St. Thomas"
1895,France,"Virgin Islands (Danish West Indies)",364544.121726037,Exp,1,"St. Thomas"
1895,France,"Virgin Islands (Danish West Indies)",3962.4361057178,Imp,1,"St. Thomas"
1896,France,"Virgin Islands (Danish West Indies)",488463.52408562,Exp,1,"St. Thomas"
1896,France,"Virgin Islands (Danish West Indies)",7942.49632659545,Imp,1,"St. Thomas"
1897,France,"Virgin Islands (Danish West Indies)",350025.854182411,Exp,1,"St. Thomas"
1897,France,"Virgin Islands (Danish West Indies)",0.0,Imp,1,"St. Thomas"
1898,France,"Virgin Islands (Danish West Indies)",174250.524731694,Exp,1,"St. Thomas"
1898,France,"Virgin Islands (Danish West Indies)",0.0,Imp,1,"St. Thomas"
1899,France,"Virgin Islands (Danish West Indies)",210275.738940686,Exp,1,"St. Thomas"
1899,France,"Virgin Islands (Danish West Indies)",3967.46677246578,Imp,1,"St. Thomas"
1900,France,"Virgin Islands (Danish West Indies)",75567.752455952,Exp,1,"St. Thomas"
1900,France,"Virgin Islands (Danish West Indies)",3977.25012926063,Imp,1,"St. Thomas"
1901,France,"Virgin Islands (Danish West Indies)",123260.437375746,Exp,1,"St. Thomas"
1901,France,"Virgin Islands (Danish West Indies)",11928.4294234592,Imp,1,"St. Thomas"
1902,France,"Virgin Islands (Danish West Indies)",47736.4945500835,Exp,1,"St. Thomas"
1902,France,"Virgin Islands (Danish West Indies)",11934.1236375209,Imp,1,"St. Thomas"
1903,France,"Virgin Islands (Danish West Indies)",27840.7509048244,Exp,1,"St. Thomas"
1903,France,"Virgin Islands (Danish West Indies)",11931.7503877819,Imp,1,"St. Thomas"
1904,France,"Virgin Islands (Danish West Indies)",35782.4427480916,Exp,1,"St. Thomas"
1904,France,"Virgin Islands (Danish West Indies)",7951.65394402036,Imp,1,"St. Thomas"
1905,France,"Virgin Islands (Danish West Indies)",19891.7886696372,Exp,1,"St. Thomas"
1905,France,"Virgin Islands (Danish West Indies)",7956.71546785487,Imp,1,"St. Thomas"
1906,France,"Virgin Islands (Danish West Indies)",31811.6748846827,Exp,1,"St. Thomas"
1906,France,"Virgin Islands (Danish West Indies)",11929.378081756,Imp,1,"St. Thomas"
1907,France,"Virgin Islands (Danish West Indies)",15876.7960625546,Exp,1,"St. Thomas"
1907,France,"Virgin Islands (Danish West Indies)",15876.7960625546,Imp,1,"St. Thomas"
1908,France,"Virgin Islands (Danish West Indies)",3976.30124458229,Exp,1,"St. Thomas"
1908,France,"Virgin Islands (Danish West Indies)",19881.5062229114,Imp,1,"St. Thomas"
1909,France,"Virgin Islands (Danish West Indies)",3968.56893404238,Exp,1,"St. Thomas"
1909,France,"Virgin Islands (Danish West Indies)",35717.1204063815,Imp,1,"St. Thomas"
1910,France,"Virgin Islands (Danish West Indies)",3963.53547364249,Exp,1,"St. Thomas"
1910,France,"Virgin Islands (Danish West Indies)",23781.2128418549,Imp,1,"St. Thomas"
1911,France,"Virgin Islands (Danish West Indies)",0.0,Exp,1,"St. Thomas"
1911,France,"Virgin Islands (Danish West Indies)",15835.9396650699,Imp,1,"St. Thomas"
1912,France,"Virgin Islands (Danish West Indies)",3961.80816924845,Exp,1,"St. Thomas"
1912,France,"Virgin Islands (Danish West Indies)",19809.0408462422,Imp,1,"St. Thomas"
1913,France,"Virgin Islands (Danish West Indies)",0.0,Exp,1,"St. Thomas"
1913,France,"Virgin Islands (Danish West Indies)",19805.9021588433,Imp,1,"St. Thomas"
1914,France,"Virgin Islands (Danish West Indies)",3972.19463753724,Exp,1,"St. Thomas"
1914,France,"Virgin Islands (Danish West Indies)",31777.5571002979,Imp,1,"St. Thomas"
1915,France,"Virgin Islands (Danish West Indies)",0.0,Exp,1,"St. Thomas"
1915,France,"Virgin Islands (Danish West Indies)",7602.20000001334,Imp,1,"St. Thomas"
1916,France,"Virgin Islands (Danish West Indies)",3556.99999999857,Exp,1,"St. Thomas"
1916,France,"Virgin Islands (Danish West Indies)",0.0,Imp,1,"St. Thomas"
1917,France,"Virgin Islands (Danish West Indies)",3637.39999999353,Exp,1,"St. Thomas"
1917,France,"Virgin Islands (Danish West Indies)",0.0,Imp,1,"St. Thomas"
1918,France,"Virgin Islands (Danish West Indies)",0.0,Exp,1,"St. Thomas"
1918,France,"Virgin Islands (Danish West Indies)",33588.9000000033,Imp,1,"St. Thomas"
1909,"French Equatorial Africa",France,177521.350900865,Imp,1,"France (French produce)"
1906,"French Guiana",France,409732.980753937,Imp,1,"France (French produce)"
1907,"French Guiana",France,398693.657219973,Imp,1,"France (French produce)"
1908,"French Guiana",France,307553.262555171,Imp,1,"France (French produce)"
1909,"French Guiana",France,315212.635923486,Imp,1,"France (French produce)"
1910,"French Guiana",France,330539.15973048,Imp,1,"France (French produce)"
1911,"French Guiana",France,295719.030840493,Imp,1,"France (French produce)"
1912,"French Guiana",France,283472.762568836,Imp,1,"France (French produce)"
1913,"French Guiana",France,323692.374727669,Imp,1,"France (French produce)"
1914,"French Guiana",France,262169.016881827,Imp,1,"France (French produce)"
1914,"French Guiana","Turkey (Ottoman Empire)",12.0754716981132,Imp,1,"Asian Turkey"
1919,"French Guiana",France,121655.832492891,Imp,1,"France (French produce)"
1920,"French Guiana",France,270269.052936206,Imp,1,"France (French produce)"
1921,"French Guiana",France,361588.487792028,Imp,1,"France (French produce)"
1922,"French Guiana",France,375491.162508289,Imp,1,"France (French produce)"
1923,"French Guiana",France,348235.623812949,Imp,1,"France (French produce)"
1924,"French Guiana",France,342508.615912166,Imp,1,"France (French produce)"
1925,"French Guiana",France,327700.244604321,Imp,1,"France (French produce)"
1926,"French Guiana",France,285395.124022084,Imp,1,"France (French produce)"
1927,"French Guiana",France,335066.253856735,Imp,1,"France (French produce)"
1928,"French Guiana",France,291106.209515558,Imp,1,"France (French produce)"
1938,"French Guiana","New Caledonia and Dependencies",5892.19872295971,Imp,1,"New Caledonia"
1896,"French India",France,14382.0737857909,Imp,1,"France (French produce)"
1904,"French India",France,27655.3355597964,Imp,1,"France (French produce)"
1904,"French India","United Kingdom",109.772582697201,Imp,1,"United Kingdom (French produce)"
1910,"French India",France,22274.5144669045,Imp,1,"France (French produce)"
1911,"French India",France,21604.8537155073,Imp,1,"France (French produce)"
1912,"French India",France,15642.6052850521,Imp,1,"France (French produce)"
1914,"French India",France,10358.2125124131,Imp,1,"France (French produce)"
1919,"French India",France,4668.11242299583,Imp,1,"France (French produce)"
1920,"French India",France,26656.1367240203,Imp,1,"France (French produce)"
1921,"French India",France,20847.0061600016,Imp,1,"France (French produce)"
1922,"French India",France,24132.2598440186,Imp,1,"France (French produce)"
1923,"French India",France,10441.1330099985,Imp,1,"France (French produce)"
1924,"French India",France,13726.9032820276,Imp,1,"France (French produce)"
1925,"French India",France,10253.8010146657,Imp,1,"France (French produce)"
1926,"French India",France,48438.6007616054,Imp,1,"France (French produce)"
1927,"French India",France,57688.2473564256,Imp,1,"France (French produce)"
1928,"French India",France,65879.9323059212,Imp,1,"France (French produce)"
1915,"French Indochina",France,1064.30800000187,Imp,1,"France (Foreign produce)"
1916,"French Indochina",France,248.9899999999,Imp,1,"France (Foreign produce)"
1917,"French Indochina",France,2000.56999999644,Imp,1,"France (Foreign produce)"
1918,"French Indochina",France,149.284000000015,Imp,1,"France (Foreign produce)"
1922,Gabon,France,143918.096476111,Imp,1,"France (French produce)"
1923,Gabon,France,156286.288003977,Imp,1,"France (French produce)"
1924,Gabon,France,168187.377003163,Imp,1,"France (French produce)"
1927,Gabon,France,412355.347952485,Imp,1,"France (French produce)"
1928,Gabon,France,571209.979553085,Imp,1,"France (French produce)"
1856,Gambia,"United States of America",18135.0,Exp,1,"United States of America (Atlantic Coast)"
1856,Gambia,"United States of America",16678.0,Imp,1,"United States of America (Atlantic Coast)"
1857,Gambia,"United States of America",27742.0,Exp,1,"United States of America (Atlantic Coast)"
1857,Gambia,"United States of America",28338.0,Imp,1,"United States of America (Atlantic Coast)"
1858,Gambia,"United States of America",21310.0,Exp,1,"United States of America (Atlantic Coast)"
1858,Gambia,"United States of America",14786.0,Imp,1,"United States of America (Atlantic Coast)"
1863,Gambia,"Canary Is.",56.0,Imp,1,Tenerife
1864,Gambia,"Canary Is.",334.0,Imp,1,Tenerife
1865,Gambia,"Canary Is.",40.0,Imp,1,Tenerife
1865,Gambia,"Sierra Leone",905.0,Exp,1,"Sierra Leone (other)"
1865,Gambia,"Sierra Leone",9015.0,Imp,1,"Sierra Leone (other)"
1868,Gambia,"Canary Is.",640.0,Imp,1,Tenerife
1869,Gambia,"Canary Is.",45.0,Imp,1,Tenerife
1885,Gambia,"Canary Is.",2.0,Exp,1,"Gran Canaria"
1886,Gambia,"Canary Is.",35.0,Exp,1,"Gran Canaria"
1887,Gambia,"Canary Is.",91.0,Exp,1,"Gran Canaria"
1887,Gambia,"Canary Is.",79.0,Imp,1,"Gran Canaria"
1888,Gambia,"Canary Is.",15.0,Exp,1,"Gran Canaria"
1889,Gambia,"Canary Is.",8.0,Imp,1,"Gran Canaria"
1893,Gambia,Senegal,5.0,Exp,1,Dakar
1894,Gambia,"Canary Is.",1.0,Exp,1,"Gran Canaria"
1894,Gambia,"Canary Is.",124.0,Imp,1,"Gran Canaria"
1895,Gambia,"Canary Is.",17.0,Exp,1,Tenerife
1896,Gambia,"Canary Is.",11.0,Exp,1,Tenerife
1897,Gambia,"Canary Is.",136.0,Exp,1,Tenerife
1898,Gambia,"Canary Is.",68.0,Exp,1,Tenerife
1921,Gambia,"Guinea (French Guinea) (Rivieres du Sud)",5.0,Exp,1,Conakry
1924,Gambia,"Russia (USSR)",56.0,Imp,1,Siberia
1925,Gambia,"Trinidad and Tobago",6.0,Imp,1,Trinidad
1927,Gambia,"Russia (USSR)",207.0,Imp,1,Siberia
1927,Gambia,"Trinidad and Tobago",5.0,Exp,1,Trinidad
1927,Gambia,"Trinidad and Tobago",15.0,Imp,1,Trinidad
1838,Genoa,Tuscany,2706.84974623284,Exp,1,"Massa and Carrara"
1838,Genoa,Tuscany,6318.60565763072,Imp,1,"Massa and Carrara"
1840,Genoa,"Indonesia (Dutch East Indies)",54152.9163850344,Imp,1,Sumatra
1840,Genoa,Tuscany,3260.30774124289,Exp,1,"Massa and Carrara"
1840,Genoa,Tuscany,159.039402011848,Imp,1,"Massa and Carrara"
1897,"Germany (Zollverein)","Germany (Zollverein)",225800.117808757,Exp,1,"Bremerhaven & Geestemünde"
1897,"Germany (Zollverein)","Germany (Zollverein)",4908.69821323385,Imp,1,"Bremerhaven & Geestemünde"
1898,"Germany (Zollverein)","Germany (Zollverein)",328061.499290016,Exp,1,"Bremerhaven & Geestemünde"
1898,"Germany (Zollverein)","Germany (Zollverein)",0.0,Imp,1,"Bremerhaven & Geestemünde"
1899,"Germany (Zollverein)","Germany (Zollverein)",352405.658068621,Exp,1,"Bremerhaven & Geestemünde"
1899,"Germany (Zollverein)","Germany (Zollverein)",9789.0460574617,Imp,1,"Bremerhaven & Geestemünde"
1900,"Germany (Zollverein)","Germany (Zollverein)",464434.12368614,Exp,1,"Bremerhaven & Geestemünde"
1900,"Germany (Zollverein)","Germany (Zollverein)",4888.78024932779,Imp,1,"Bremerhaven & Geestemünde"
1901,"Germany (Zollverein)","Germany (Zollverein)",435975.311061037,Exp,1,"Bremerhaven & Geestemünde"
1901,"Germany (Zollverein)","Germany (Zollverein)",4898.5990006858,Imp,1,"Bremerhaven & Geestemünde"
1902,"Germany (Zollverein)","Germany (Zollverein)",454123.736510572,Exp,1,"Bremerhaven & Geestemünde"
1902,"Germany (Zollverein)","Germany (Zollverein)",4883.0509302212,Imp,1,"Bremerhaven & Geestemünde"
1903,"Germany (Zollverein)","Germany (Zollverein)",582761.998041136,Exp,1,"Bremerhaven & Geestemünde"
1903,"Germany (Zollverein)","Germany (Zollverein)",29382.957884427,Imp,1,"Bremerhaven & Geestemünde"
1904,"Germany (Zollverein)",Australia,44102.5138432891,Exp,1,"Australia (other)"
1904,"Germany (Zollverein)",Australia,98005.5863184201,Imp,1,"Australia (other)"
1904,"Germany (Zollverein)","Germany (Zollverein)",543931.004067232,Exp,1,"Bremerhaven & Geestemünde"
1904,"Germany (Zollverein)","Germany (Zollverein)",14700.837947763,Imp,1,"Bremerhaven & Geestemünde"
1905,"Germany (Zollverein)",Australia,29362.8266614466,Exp,1,"Australia (other)"
1905,"Germany (Zollverein)",Australia,107663.697758638,Imp,1,"Australia (other)"
1905,"Germany (Zollverein)","Germany (Zollverein)",577468.924341783,Exp,1,"Bremerhaven & Geestemünde"
1905,"Germany (Zollverein)","Germany (Zollverein)",19575.2177742977,Imp,1,"Bremerhaven & Geestemünde"
1906,"Germany (Zollverein)",Australia,58708.4148727984,Exp,1,"Australia (other)"
1906,"Germany (Zollverein)",Australia,122309.197651663,Imp,1,"Australia (other)"
1906,"Germany (Zollverein)","Germany (Zollverein)",73385.518590998,Exp,1,"Bremerhaven & Geestemünde"
1906,"Germany (Zollverein)","Germany (Zollverein)",4892.36790606654,Imp,1,"Bremerhaven & Geestemünde"
1907,"Germany (Zollverein)",Australia,43973.2251917721,Exp,1,"Australia (other)"
1907,"Germany (Zollverein)",Australia,171006.986856892,Imp,1,"Australia (other)"
1908,"Germany (Zollverein)",Australia,29439.1835533095,Exp,1,"Australia (other)"
1908,"Germany (Zollverein)",Australia,142289.387174329,Imp,1,"Australia (other)"
1924,"Germany (Zollverein)","Russia (USSR)",828690.357627173,Imp,1,"Asian Russia"
1925,"Germany (Zollverein)",Australia,29571.3398218897,Exp,1,"Australia (other)"
1925,"Germany (Zollverein)",Australia,344998.964588713,Imp,1,"Australia (other)"
1925,"Germany (Zollverein)","Russia (USSR)",54214.1230067978,Exp,1,"Asian Russia"
1925,"Germany (Zollverein)","Russia (USSR)",1241996.27251937,Imp,1,"Asian Russia"
1926,"Germany (Zollverein)",Australia,34293.9481267715,Exp,1,"Australia (other)"
1926,"Germany (Zollverein)",Australia,367435.158501123,Imp,1,"Australia (other)"
1927,"Germany (Zollverein)",Australia,73441.6786669379,Exp,1,"Australia (other)"
1927,"Germany (Zollverein)",Australia,548364.53404647,Imp,1,"Australia (other)"
1928,"Germany (Zollverein)",Australia,122790.79325925,Exp,1,"Australia (other)"
1928,"Germany (Zollverein)",Australia,525544.595149589,Imp,1,"Australia (other)"
1929,"Germany (Zollverein)",Australia,191273.031333314,Exp,1,"Australia (other)"
1929,"Germany (Zollverein)",Australia,392354.936068337,Imp,1,"Australia (other)"
1930,"Germany (Zollverein)",Australia,141100.361399837,Exp,1,"Australia (other)"
1930,"Germany (Zollverein)",Australia,324231.661179814,Imp,1,"Australia (other)"
1931,"Germany (Zollverein)",Australia,288254.506041992,Exp,1,"Australia (other)"
1931,"Germany (Zollverein)",Australia,124825.193652017,Imp,1,"Australia (other)"
1932,"Germany (Zollverein)",Australia,134401.789457096,Exp,1,"Australia (other)"
1932,"Germany (Zollverein)",Australia,139146.179402631,Imp,1,"Australia (other)"
1933,"Germany (Zollverein)",Australia,159852.93866272,Exp,1,"Australia (other)"
1933,"Germany (Zollverein)",Australia,121840.439589767,Imp,1,"Australia (other)"
1934,"Germany (Zollverein)",Australia,34438.6964354035,Exp,1,"Australia (other)"
1934,"Germany (Zollverein)",Australia,150640.012299078,Imp,1,"Australia (other)"
1935,"Germany (Zollverein)",Australia,51638.0780296534,Exp,1,"Australia (other)"
1935,"Germany (Zollverein)",Australia,108694.45995431,Imp,1,"Australia (other)"
1936,"Germany (Zollverein)",Australia,25752.8618311906,Exp,1,"Australia (other)"
1936,"Germany (Zollverein)",Australia,148767.318188356,Imp,1,"Australia (other)"
1937,"Germany (Zollverein)",Australia,44244.8250920187,Exp,1,"Australia (other)"
1937,"Germany (Zollverein)",Australia,65309.9164501673,Imp,1,"Australia (other)"
1938,"Germany (Zollverein)",Australia,31486.4062070813,Exp,1,"Australia (other)"
1938,"Germany (Zollverein)",Australia,91335.2409818989,Imp,1,"Australia (other)"
1872,"Ghana (Gold Coast)","Demerara and Essequibo",104.0,Exp,1,Demerara
1879,"Ghana (Gold Coast)",Liberia,5.0,Imp,1,"Cape Palmas"
1879,"Ghana (Gold Coast)",Nigeria,55.0,Exp,1,Badagry
1880,"Ghana (Gold Coast)",Brazil,0.5,Exp,1,Bahia
1881,"Ghana (Gold Coast)","Ghana (Gold Coast)",119.0,Imp,1,Salaga
1881,"Ghana (Gold Coast)","Ivory Coast",1642.0,Exp,1,Assinie
1881,"Ghana (Gold Coast)",Nigeria,15.0,Exp,1,"Bonny River"
1882,"Ghana (Gold Coast)","Canary Is.",10.0,Imp,1,Tenerife
1882,"Ghana (Gold Coast)","German Togoland",60.0,Imp,1,Bageidah
1882,"Ghana (Gold Coast)","Ghana (Gold Coast)",20.0,Imp,1,Salaga
1883,"Ghana (Gold Coast)","Canary Is.",134.0,Imp,1,Tenerife
1883,"Ghana (Gold Coast)","Ivory Coast",33.0,Imp,1,Grand-Bassam
1884,"Ghana (Gold Coast)","Benin (Dahomey)",5.0,Imp,1,Whydah
1884,"Ghana (Gold Coast)","Ghana (Gold Coast)",5.0,Imp,1,Salaga
1884,"Ghana (Gold Coast)","Ivory Coast",23.0,Exp,1,Grand-Bassam
1884,"Ghana (Gold Coast)","Ivory Coast",15.0,Imp,1,Assinie
1885,"Ghana (Gold Coast)","Canary Is.",0.5,Exp,1,Tenerife
1885,"Ghana (Gold Coast)","Canary Is.",352.0,Imp,1,Tenerife
1885,"Ghana (Gold Coast)","Congo (Brazzaville) (French Congo) (Middle Congo)",1.0,Imp,1,Loango
1885,"Ghana (Gold Coast)",Gabon,10.0,Imp,1,Loanda
1885,"Ghana (Gold Coast)","Ivory Coast",5.0,Imp,1,Assinie
1885,"Ghana (Gold Coast)","Sierra Leone",14.0,Exp,1,"Kroo Coast"
