year,reporting,partner,flow,expimp,nb,"group_concat(distinct partner)"
1885,"Ghana (Gold Coast)","Volta Region",3.0,Imp,1,Adidome
1887,"Ghana (Gold Coast)",Liberia,4.0,Imp,1,Monrovia
1887,"Ghana (Gold Coast)","Virgin Islands (Danish West Indies)",1.0,Imp,1,"St. Thomas"
1905,"Ghana (Gold Coast)","Benin (Dahomey)",56.0,Exp,1,Cotonou
1905,"Ghana (Gold Coast)","Togo (French Togoland)",32.0,Exp,1,"Lomé"
1906,"Ghana (Gold Coast)","Togo (French Togoland)",2.0,Exp,1,"Lomé"
1907,"Ghana (Gold Coast)","Togo (French Togoland)",16.0,Exp,1,"Lomé"
1909,"Ghana (Gold Coast)","German Africa",12.0,Imp,1,"German Africa (other)"
1909,"Ghana (Gold Coast)","Ghana (Gold Coast)",12405.0,Imp,1,"Volta Region"
1910,"Ghana (Gold Coast)","German Africa",12.0,Imp,1,"German Africa (other)"
1910,"Ghana (Gold Coast)","Ghana (Gold Coast)",7759.0,Imp,1,"Volta Region"
1911,"Ghana (Gold Coast)","German Africa",12.0,Imp,1,"German Africa (other)"
1911,"Ghana (Gold Coast)","Ghana (Gold Coast)",8314.0,Imp,1,"Volta Region"
1912,"Ghana (Gold Coast)","German Africa",18.0,Imp,1,"German Africa (other)"
1912,"Ghana (Gold Coast)","Ghana (Gold Coast)",11.0,Exp,1,"Volta Region"
1912,"Ghana (Gold Coast)","Ghana (Gold Coast)",7519.0,Imp,1,"Volta Region"
1913,"Ghana (Gold Coast)","German Africa",13.0,Imp,1,"German Africa (other)"
1913,"Ghana (Gold Coast)","Ghana (Gold Coast)",87.0,Exp,1,"Volta Region"
1913,"Ghana (Gold Coast)","Ghana (Gold Coast)",8997.0,Imp,1,"Volta Region"
1914,"Ghana (Gold Coast)","German Africa",59.0,Imp,1,"German Africa (other)"
1914,"Ghana (Gold Coast)","Ghana (Gold Coast)",7199.0,Imp,1,"Volta Region"
1915,"Ghana (Gold Coast)","Ghana (Gold Coast)",1644.0,Imp,1,"Volta Region"
1916,"Ghana (Gold Coast)","Ghana (Gold Coast)",15.0,Imp,1,"Volta Region"
1919,"Ghana (Gold Coast)",Angola,50.0,Imp,1,Luanda
1919,"Ghana (Gold Coast)","Guinea (French Guinea) (Rivieres du Sud)",1039.0,Imp,1,Conakry
1919,"Ghana (Gold Coast)",Senegal,585.0,Exp,1,Dakar
1919,"Ghana (Gold Coast)",Senegal,12237.0,Imp,1,Dakar
1920,"Ghana (Gold Coast)","Indonesia (Dutch East Indies)",13.0,Imp,1,Java
1922,"Ghana (Gold Coast)","Trinidad and Tobago",6.0,Imp,1,Trinidad
1923,"Ghana (Gold Coast)","Russia (USSR)",305.0,Imp,1,Siberia
1923,"Ghana (Gold Coast)","Trinidad and Tobago",69.0,Imp,1,Trinidad
1923,"Ghana (Gold Coast)","Turkey (Ottoman Empire)",73.0,Imp,1,"Izmir (Smyrna)"
1924,"Ghana (Gold Coast)","Indonesia (Dutch East Indies)",7.0,Imp,1,Java
1924,"Ghana (Gold Coast)","Russia (USSR)",7.0,Imp,1,Siberia
1924,"Ghana (Gold Coast)","Trinidad and Tobago",60.0,Imp,1,Trinidad
1924,"Ghana (Gold Coast)","Turkey (Ottoman Empire)",7.0,Imp,1,"Izmir (Smyrna)"
1925,"Ghana (Gold Coast)","Russia (USSR)",22.0,Imp,1,Siberia
1925,"Ghana (Gold Coast)","Trinidad and Tobago",67.0,Imp,1,Trinidad
1925,"Ghana (Gold Coast)","Turkey (Ottoman Empire)",27.0,Imp,1,"Izmir (Smyrna)"
1926,"Ghana (Gold Coast)","Indonesia (Dutch East Indies)",8.0,Imp,1,Java
1926,"Ghana (Gold Coast)","Russia (USSR)",121.0,Imp,1,Siberia
1926,"Ghana (Gold Coast)","Trinidad and Tobago",184.0,Imp,1,Trinidad
1927,"Ghana (Gold Coast)",India,51.0,Imp,1,"Chennai (Madras)"
1927,"Ghana (Gold Coast)","Trinidad and Tobago",220.0,Imp,1,Trinidad
1928,"Ghana (Gold Coast)","Iraq (Mesopotamia)",76.0,Imp,1,"Iraq (Mesopotamia) (other)"
1928,"Ghana (Gold Coast)","Trinidad and Tobago",158.0,Imp,1,Trinidad
1929,"Ghana (Gold Coast)","Iraq (Mesopotamia)",116.0,Imp,1,"Iraq (Mesopotamia) (other)"
1929,"Ghana (Gold Coast)","Trinidad and Tobago",86.0,Imp,1,Trinidad
1930,"Ghana (Gold Coast)","Turkey (Ottoman Empire)",50.0,Imp,1,"Asian Turkey"
1931,"Ghana (Gold Coast)","Iraq (Mesopotamia)",1176.0,Imp,1,"Iraq (Mesopotamia) (other)"
1931,"Ghana (Gold Coast)","Turkey (Ottoman Empire)",25.0,Imp,1,"Asian Turkey"
1932,"Ghana (Gold Coast)","Trinidad and Tobago",5.0,Imp,1,Trinidad
1932,"Ghana (Gold Coast)","Turkey (Ottoman Empire)",3.0,Imp,1,"Asian Turkey"
1935,"Ghana (Gold Coast)","Indonesia (Dutch East Indies)",242.0,Imp,1,Java
1935,"Ghana (Gold Coast)","Trinidad and Tobago",340.0,Imp,1,Trinidad
1936,"Ghana (Gold Coast)","Indonesia (Dutch East Indies)",223.0,Imp,1,Java
1936,"Ghana (Gold Coast)","Trinidad and Tobago",243.0,Imp,1,Trinidad
1845,Greece,"Kingdom of Sardinia",6992.03498360144,Imp,1,Sardinia
1932,Greece,"Malaysia (British Malaya)",1023.42356704611,Imp,1,"British Borneo"
1935,Greece,"Malaysia (British Malaya)",36.3548468483479,Imp,1,"British Borneo"
1938,Greece,"Malaysia (British Malaya)",146.807440479038,Imp,1,"British Borneo"
1860,Grenada,"St. Vincent and the Grenadines",2195.0,Exp,1,"St. Vincent"
1860,Grenada,"St. Vincent and the Grenadines",1252.0,Imp,1,"St. Vincent"
1860,Grenada,"Trinidad and Tobago",3829.0,Exp,1,Trinidad
1860,Grenada,"Trinidad and Tobago",13607.0,Imp,1,Trinidad
1860,Grenada,"Virgin Islands (Danish West Indies)",48.0,Exp,1,"St. Thomas"
1860,Grenada,"Virgin Islands (Danish West Indies)",73.0,Imp,1,"St. Thomas"
1878,Grenada,"St. Vincent and the Grenadines",2798.0,Exp,1,"St. Vincent"
1878,Grenada,"St. Vincent and the Grenadines",1402.0,Imp,1,"St. Vincent"
1878,Grenada,"Trinidad and Tobago",8849.0,Exp,1,Trinidad
1878,Grenada,"Trinidad and Tobago",6268.0,Imp,1,Trinidad
1878,Grenada,"Virgin Islands (Danish West Indies)",4.0,Imp,1,"St. Thomas"
1879,Grenada,"Colombia (New Granada) (Gran Colombia)",3.0,Imp,1,Sabanilla
1879,Grenada,"St. Vincent and the Grenadines",1610.0,Exp,1,"St. Vincent"
1879,Grenada,"St. Vincent and the Grenadines",845.0,Imp,1,"St. Vincent"
1879,Grenada,"Trinidad and Tobago",4770.0,Exp,1,Trinidad
1879,Grenada,"Trinidad and Tobago",6091.0,Imp,1,Trinidad
1879,Grenada,Venezuela,4.0,Imp,1,"Carúpano"
1879,Grenada,"Virgin Islands (Danish West Indies)",9.0,Imp,1,"St. Thomas"
1881,Grenada,"St. Vincent and the Grenadines",1779.0,Exp,1,"St. Vincent"
1881,Grenada,"St. Vincent and the Grenadines",475.0,Imp,1,"St. Vincent"
1881,Grenada,"Trinidad and Tobago",8211.0,Exp,1,Trinidad
1881,Grenada,"Trinidad and Tobago",6874.0,Imp,1,Trinidad
1881,Grenada,"Virgin Islands (Danish West Indies)",871.0,Exp,1,"St. Thomas"
1881,Grenada,"Virgin Islands (Danish West Indies)",232.0,Imp,1,"St. Thomas"
1882,Grenada,"Demerara and Essequibo",247.0,Exp,1,Demerara
1882,Grenada,"Demerara and Essequibo",57.0,Imp,1,Demerara
1882,Grenada,"St. Vincent and the Grenadines",1395.0,Exp,1,"St. Vincent"
1882,Grenada,"St. Vincent and the Grenadines",353.0,Imp,1,"St. Vincent"
1882,Grenada,"Trinidad and Tobago",9051.0,Exp,1,Trinidad
1882,Grenada,"Trinidad and Tobago",4984.0,Imp,1,Trinidad
1882,Grenada,"Virgin Islands (Danish West Indies)",390.0,Imp,1,"St. Thomas"
1883,Grenada,"Demerara and Essequibo",285.0,Exp,1,Demerara
1883,Grenada,"Demerara and Essequibo",152.0,Imp,1,Demerara
1883,Grenada,"St. Vincent and the Grenadines",324.0,Exp,1,"St. Vincent"
1883,Grenada,"St. Vincent and the Grenadines",336.0,Imp,1,"St. Vincent"
1883,Grenada,"Trinidad and Tobago",6917.0,Exp,1,Trinidad
1883,Grenada,"Trinidad and Tobago",7407.0,Imp,1,Trinidad
1883,Grenada,Venezuela,240.0,Imp,1,"Margarita I."
1883,Grenada,"Virgin Islands (Danish West Indies)",5.0,Imp,1,"St. Thomas"
1884,Grenada,"Demerara and Essequibo",304.0,Exp,1,Demerara
1884,Grenada,"Demerara and Essequibo",189.0,Imp,1,Demerara
1884,Grenada,Panama,2.0,Imp,1,"Colón"
1884,Grenada,"St. Vincent and the Grenadines",94.0,Exp,1,"St. Vincent"
1884,Grenada,"St. Vincent and the Grenadines",328.0,Imp,1,"St. Vincent"
1884,Grenada,"Trinidad and Tobago",4130.0,Exp,1,Trinidad
1884,Grenada,"Trinidad and Tobago",13056.0,Imp,1,Trinidad
1884,Grenada,"Virgin Islands (Danish West Indies)",39.0,Imp,1,"St. Thomas"
1885,Grenada,Cuba,10.0,Imp,1,Havana
1885,Grenada,India,46.0,Imp,1,"Kolkata (Calcutta)"
1885,Grenada,"St. Vincent and the Grenadines",115.0,Exp,1,"St. Vincent"
1885,Grenada,"St. Vincent and the Grenadines",798.0,Imp,1,"St. Vincent"
1885,Grenada,"Trinidad and Tobago",5756.0,Exp,1,Trinidad
1885,Grenada,"Trinidad and Tobago",16653.0,Imp,1,Trinidad
1885,Grenada,Venezuela,7.0,Exp,1,"Margarita I."
1885,Grenada,Venezuela,1.0,Imp,1,"Margarita I."
1885,Grenada,"Virgin Islands (Danish West Indies)",19.0,Imp,1,"St. Thomas"
1886,Grenada,Berbice,173.0,Imp,1,"Crab I."
1886,Grenada,"Demerara and Essequibo",43.0,Exp,1,Demerara
1886,Grenada,"Demerara and Essequibo",199.0,Imp,1,Demerara
1886,Grenada,"St. Vincent and the Grenadines",21.0,Exp,1,"St. Vincent"
1886,Grenada,"St. Vincent and the Grenadines",1098.0,Imp,1,"St. Vincent"
1886,Grenada,"Trinidad and Tobago",5684.0,Exp,1,Trinidad
1886,Grenada,"Trinidad and Tobago",13686.0,Imp,1,Trinidad
1887,Grenada,"Demerara and Essequibo",145.0,Exp,1,Demerara
1887,Grenada,"Demerara and Essequibo",63.0,Imp,1,Demerara
1887,Grenada,"St. Vincent and the Grenadines",31.0,Exp,1,"St. Vincent"
1887,Grenada,"St. Vincent and the Grenadines",776.0,Imp,1,"St. Vincent"
1887,Grenada,"Trinidad and Tobago",5689.0,Exp,1,Trinidad
1887,Grenada,"Trinidad and Tobago",11715.0,Imp,1,Trinidad
1887,Grenada,"Virgin Islands (Danish West Indies)",1.0,Imp,1,"St. Thomas"
1888,Grenada,"Demerara and Essequibo",10.0,Exp,1,Demerara
1888,Grenada,"Demerara and Essequibo",34.0,Imp,1,Demerara
1888,Grenada,"St. Vincent and the Grenadines",15.0,Exp,1,"St. Vincent"
1888,Grenada,"St. Vincent and the Grenadines",916.0,Imp,1,"St. Vincent"
1888,Grenada,"Trinidad and Tobago",5555.0,Exp,1,Trinidad
1888,Grenada,"Trinidad and Tobago",11111.0,Imp,1,Trinidad
1888,Grenada,Venezuela,276.0,Exp,1,"Margarita I."
1888,Grenada,"Virgin Islands (Danish West Indies)",80.0,Imp,1,"St. Thomas"
1889,Grenada,"Demerara and Essequibo",297.0,Imp,1,Demerara
1889,Grenada,"St. Vincent and the Grenadines",7.0,Exp,1,"St. Vincent"
1889,Grenada,"St. Vincent and the Grenadines",532.0,Imp,1,"St. Vincent"
1889,Grenada,"Trinidad and Tobago",4364.0,Exp,1,Trinidad
1889,Grenada,"Trinidad and Tobago",8890.0,Imp,1,Trinidad
1889,Grenada,Venezuela,26.0,Exp,1,"Margarita I."
1889,Grenada,"Virgin Islands (Danish West Indies)",57.0,Imp,1,"St. Thomas"
1890,Grenada,"Demerara and Essequibo",12.0,Exp,1,Demerara
1890,Grenada,"Demerara and Essequibo",156.0,Imp,1,Demerara
1890,Grenada,"St. Vincent and the Grenadines",79.0,Exp,1,"St. Vincent"
1890,Grenada,"St. Vincent and the Grenadines",600.0,Imp,1,"St. Vincent"
1890,Grenada,"Trinidad and Tobago",4212.0,Exp,1,Trinidad
1890,Grenada,"Trinidad and Tobago",8569.0,Imp,1,Trinidad
1890,Grenada,"Virgin Islands (Danish West Indies)",52.0,Imp,1,"St. Thomas"
1891,Grenada,"Demerara and Essequibo",46.0,Exp,1,Demerara
1891,Grenada,"Demerara and Essequibo",51.0,Imp,1,Demerara
1891,Grenada,"St. Vincent and the Grenadines",17.0,Exp,1,"St. Vincent"
1891,Grenada,"St. Vincent and the Grenadines",298.0,Imp,1,"St. Vincent"
1891,Grenada,"Trinidad and Tobago",4800.0,Exp,1,Trinidad
1891,Grenada,"Trinidad and Tobago",9136.0,Imp,1,Trinidad
1891,Grenada,"Virgin Islands (Danish West Indies)",2.0,Exp,1,"St. Thomas"
1891,Grenada,"Virgin Islands (Danish West Indies)",20.0,Imp,1,"St. Thomas"
1892,Grenada,"Demerara and Essequibo",35.0,Exp,1,Demerara
1892,Grenada,"Demerara and Essequibo",95.0,Imp,1,Demerara
1892,Grenada,"St. Vincent and the Grenadines",149.0,Exp,1,"St. Vincent"
1892,Grenada,"St. Vincent and the Grenadines",631.0,Imp,1,"St. Vincent"
1892,Grenada,"Trinidad and Tobago",5015.0,Exp,1,Trinidad
1892,Grenada,"Trinidad and Tobago",8555.0,Imp,1,Trinidad
1892,Grenada,"Virgin Islands (Danish West Indies)",41.0,Imp,1,"St. Thomas"
1893,Grenada,"Demerara and Essequibo",5.0,Exp,1,Demerara
1893,Grenada,"Demerara and Essequibo",33.0,Imp,1,Demerara
1893,Grenada,"Margarita I.",1.0,Imp,1,"Juan Griego"
1893,Grenada,"St. Vincent and the Grenadines",125.0,Exp,1,"St. Vincent"
1893,Grenada,"St. Vincent and the Grenadines",374.0,Imp,1,"St. Vincent"
1893,Grenada,"Trinidad and Tobago",4946.0,Exp,1,Trinidad
1893,Grenada,"Trinidad and Tobago",12591.0,Imp,1,Trinidad
1894,Grenada,"Demerara and Essequibo",8.0,Exp,1,Demerara
1894,Grenada,"Demerara and Essequibo",51.0,Imp,1,Demerara
1894,Grenada,"St. Vincent and the Grenadines",209.0,Exp,1,"St. Vincent"
1894,Grenada,"St. Vincent and the Grenadines",869.0,Imp,1,"St. Vincent"
1894,Grenada,"Trinidad and Tobago",2247.0,Exp,1,Trinidad
1894,Grenada,"Trinidad and Tobago",11840.0,Imp,1,Trinidad
1894,Grenada,"Virgin Islands (Danish West Indies)",57.0,Imp,1,"St. Thomas"
1895,Grenada,Belgium,1.0,Imp,1,Antwerp
1895,Grenada,"St. Vincent and the Grenadines",60.0,Exp,1,"St. Vincent"
1895,Grenada,"St. Vincent and the Grenadines",2246.0,Imp,1,"St. Vincent"
1895,Grenada,"Trinidad and Tobago",2475.0,Exp,1,Trinidad
1895,Grenada,"Trinidad and Tobago",11860.0,Imp,1,Trinidad
1896,Grenada,"St. Vincent and the Grenadines",169.0,Exp,1,"St. Vincent"
1896,Grenada,"St. Vincent and the Grenadines",1466.0,Imp,1,"St. Vincent"
1896,Grenada,"Trinidad and Tobago",2713.0,Exp,1,Trinidad
1896,Grenada,"Trinidad and Tobago",10813.0,Imp,1,Trinidad
1897,Grenada,"St. Vincent and the Grenadines",77.0,Exp,1,"St. Vincent"
1897,Grenada,"St. Vincent and the Grenadines",1228.0,Imp,1,"St. Vincent"
1897,Grenada,"Trinidad and Tobago",2139.0,Exp,1,Trinidad
1897,Grenada,"Trinidad and Tobago",10212.0,Imp,1,Trinidad
1898,Grenada,"St. Vincent and the Grenadines",157.0,Exp,1,"St. Vincent"
1898,Grenada,"St. Vincent and the Grenadines",1838.0,Imp,1,"St. Vincent"
1898,Grenada,"Trinidad and Tobago",1696.0,Exp,1,Trinidad
1898,Grenada,"Trinidad and Tobago",15429.0,Imp,1,Trinidad
1898,Grenada,Venezuela,38.0,Imp,1,"Güiria"
1899,Grenada,"Canada (Province of Canada)",21.0,Imp,1,"Canada (Province of Canada) (other)"
1899,Grenada,"St. Vincent and the Grenadines",208.0,Exp,1,"St. Vincent"
1899,Grenada,"St. Vincent and the Grenadines",931.0,Imp,1,"St. Vincent"
1899,Grenada,"Trinidad and Tobago",2218.0,Exp,1,Trinidad
1899,Grenada,"Trinidad and Tobago",18830.0,Imp,1,Trinidad
1900,Grenada,Panama,1.0,Imp,1,"Colón"
1900,Grenada,"St. Vincent and the Grenadines",119.0,Exp,1,"St. Vincent"
1900,Grenada,"St. Vincent and the Grenadines",986.0,Imp,1,"St. Vincent"
1901,Grenada,"St. Vincent and the Grenadines",174.0,Exp,1,"St. Vincent"
1901,Grenada,"St. Vincent and the Grenadines",1071.0,Imp,1,"St. Vincent"
1902,Grenada,"St. Vincent and the Grenadines",82.0,Exp,1,"St. Vincent"
1902,Grenada,"St. Vincent and the Grenadines",787.0,Imp,1,"St. Vincent"
1903,Grenada,"St. Vincent and the Grenadines",225.0,Exp,1,"St. Vincent"
1903,Grenada,"St. Vincent and the Grenadines",717.0,Imp,1,"St. Vincent"
1904,Grenada,"St. Vincent and the Grenadines",183.0,Exp,1,"St. Vincent"
1904,Grenada,"St. Vincent and the Grenadines",2939.0,Imp,1,"St. Vincent"
1904,Grenada,"Trinidad and Tobago",2445.0,Exp,1,Trinidad
1904,Grenada,"Trinidad and Tobago",15909.0,Imp,1,Trinidad
1905,Grenada,"St. Vincent and the Grenadines",307.0,Exp,1,"St. Vincent"
1905,Grenada,"St. Vincent and the Grenadines",4460.0,Imp,1,"St. Vincent"
1905,Grenada,"Trinidad and Tobago",2327.0,Exp,1,Trinidad
1905,Grenada,"Trinidad and Tobago",16223.0,Imp,1,Trinidad
1906,Grenada,Panama,4.0,Exp,1,"Colón"
1906,Grenada,Panama,7.0,Imp,1,"Colón"
1906,Grenada,"St. Vincent and the Grenadines",164.0,Exp,1,"St. Vincent"
1906,Grenada,"St. Vincent and the Grenadines",4635.0,Imp,1,"St. Vincent"
1906,Grenada,"Trinidad and Tobago",2241.0,Exp,1,Trinidad
1906,Grenada,"Trinidad and Tobago",20165.0,Imp,1,Trinidad
1907,Grenada,Panama,2.0,Exp,1,"Colón"
1907,Grenada,Panama,27.0,Imp,1,"Colón"
1907,Grenada,"St. Vincent and the Grenadines",297.0,Exp,1,"St. Vincent"
1907,Grenada,"St. Vincent and the Grenadines",3904.0,Imp,1,"St. Vincent"
1907,Grenada,"Trinidad and Tobago",1800.0,Exp,1,Trinidad
1907,Grenada,"Trinidad and Tobago",24238.0,Imp,1,Trinidad
1908,Grenada,Panama,8.0,Exp,1,"Colón"
1908,Grenada,Panama,116.0,Imp,1,"Colón"
1908,Grenada,"St. Vincent and the Grenadines",258.0,Exp,1,"St. Vincent"
1908,Grenada,"St. Vincent and the Grenadines",4872.0,Imp,1,"St. Vincent"
1908,Grenada,"Trinidad and Tobago",1967.0,Exp,1,Trinidad
1908,Grenada,"Trinidad and Tobago",15908.0,Imp,1,Trinidad
1909,Grenada,"St. Vincent and the Grenadines",375.0,Exp,1,"St. Vincent"
1909,Grenada,"St. Vincent and the Grenadines",3115.0,Imp,1,"St. Vincent"
1909,Grenada,"Trinidad and Tobago",2565.0,Exp,1,Trinidad
1909,Grenada,"Trinidad and Tobago",21380.0,Imp,1,Trinidad
1910,Grenada,"St. Vincent and the Grenadines",494.0,Exp,1,"St. Vincent"
1910,Grenada,"St. Vincent and the Grenadines",2908.0,Imp,1,"St. Vincent"
1910,Grenada,"Trinidad and Tobago",2032.0,Exp,1,Trinidad
1910,Grenada,"Trinidad and Tobago",7978.0,Imp,1,Trinidad
1911,Grenada,"St. Vincent and the Grenadines",684.0,Exp,1,"St. Vincent"
1911,Grenada,"St. Vincent and the Grenadines",2842.0,Imp,1,"St. Vincent"
1911,Grenada,"Trinidad and Tobago",2748.0,Exp,1,Trinidad
1911,Grenada,"Trinidad and Tobago",11894.0,Imp,1,Trinidad
1912,Grenada,"Demerara and Essequibo",1609.0,Imp,1,Demerara
1912,Grenada,"St. Vincent and the Grenadines",2516.0,Exp,1,"St. Vincent"
1912,Grenada,"St. Vincent and the Grenadines",1952.0,Imp,1,"St. Vincent"
1912,Grenada,"Trinidad and Tobago",2135.0,Exp,1,Trinidad
1912,Grenada,"Trinidad and Tobago",11262.0,Imp,1,Trinidad
1913,Grenada,"Demerara and Essequibo",36.0,Exp,1,Demerara
1913,Grenada,"Demerara and Essequibo",3151.0,Imp,1,Demerara
1913,Grenada,"St. Vincent and the Grenadines",985.0,Exp,1,"St. Vincent"
1913,Grenada,"St. Vincent and the Grenadines",1212.0,Imp,1,"St. Vincent"
1913,Grenada,"Trinidad and Tobago",2045.0,Exp,1,Trinidad
1913,Grenada,"Trinidad and Tobago",811.0,Imp,1,Trinidad
1914,Grenada,"Demerara and Essequibo",4.0,Exp,1,Demerara
1914,Grenada,"Demerara and Essequibo",3148.0,Imp,1,Demerara
1914,Grenada,"St. Vincent and the Grenadines",184.0,Exp,1,"St. Vincent"
1914,Grenada,"St. Vincent and the Grenadines",1040.0,Imp,1,"St. Vincent"
1914,Grenada,"Trinidad and Tobago",1199.0,Exp,1,Trinidad
1914,Grenada,"Trinidad and Tobago",9797.0,Imp,1,Trinidad
1915,Grenada,"Demerara and Essequibo",5104.0,Imp,1,Demerara
1915,Grenada,"St. Vincent and the Grenadines",351.0,Exp,1,"St. Vincent"
1915,Grenada,"St. Vincent and the Grenadines",2400.0,Imp,1,"St. Vincent"
1915,Grenada,"Trinidad and Tobago",4791.0,Exp,1,Trinidad
1915,Grenada,"Trinidad and Tobago",10859.0,Imp,1,Trinidad
1916,Grenada,"St. Vincent and the Grenadines",349.0,Exp,1,"St. Vincent"
1916,Grenada,"St. Vincent and the Grenadines",3450.0,Imp,1,"St. Vincent"
1916,Grenada,"Trinidad and Tobago",13155.0,Imp,1,Trinidad
1917,Grenada,"St. Vincent and the Grenadines",489.0,Exp,1,"St. Vincent"
1917,Grenada,"St. Vincent and the Grenadines",7049.0,Imp,1,"St. Vincent"
