reporting,year,expimp,partner,flow,count(*),part_ofs
Brazil,1854,Imp,Portugal,746484.826676262,3,"Bahia,Pernambuco,Rio de Janeiro"
Brazil,1854,Imp,Spain,206294.590380233,3,"Bahia,Pernambuco,Rio de Janeiro"
Brazil,1854,Imp,"United States of America",840973.531646076,3,"Bahia,Pernambuco,Rio de Janeiro"
Brazil,1854,Imp,"World as reported2",9609811.64287713,3,"Bahia,Pernambuco,Rio de Janeiro"
Brazil,1855,Imp,Belgium,291224.687437984,3,"Bahia,Rio de Janeiro,Pará"
Brazil,1855,Imp,France,1481175.15380036,3,"Bahia,Rio de Janeiro,Pará"
Brazil,1855,Imp,Netherlands,64521.9686445723,3,"Bahia,Rio de Janeiro,Pará"
Brazil,1855,Imp,Portugal,742679.460210359,3,"Bahia,Rio de Janeiro,Pará"
Brazil,1855,Imp,Spain,224034.451280016,3,"Bahia,Rio de Janeiro,Pará"
Brazil,1855,Imp,"United States of America",1041157.65032745,3,"Bahia,Rio de Janeiro,Pará"
Brazil,1855,Imp,"World as reported2",8760985.98928359,3,"Bahia,Rio de Janeiro,Pará"
Brazil,1857,Imp,"World as reported2",12075770.1668847,3,"Bahia,Rio de Janeiro,Pernambuco"
Brazil,1858,Imp,"World as reported2",11729024.798981,3,"Bahia,Rio de Janeiro,Pernambuco"
Brazil,1859,Imp,Austria,120529.917592261,3,"Bahia,Rio de Janeiro,Pernambuco"
Brazil,1859,Imp,France,1961721.56534894,3,"Bahia,Rio de Janeiro,Pernambuco"
Brazil,1859,Imp,Portugal,898444.922170469,3,"Bahia,Rio de Janeiro,Pernambuco"
Brazil,1859,Imp,Spain,253987.459691867,3,"Bahia,Rio de Janeiro,Pernambuco"
Brazil,1859,Imp,"United States of America",1144686.09419165,3,"Bahia,Rio de Janeiro,Pernambuco"
Brazil,1859,Imp,"World as reported2",11814147.0998049,3,"Bahia,Rio de Janeiro,Pernambuco"
Brazil,1865,Exp,"Argentina (La Plata)",397213.511689755,3,"Rio de Janeiro,Pernambuco,Bahia"
Brazil,1865,Exp,France,2123804.2313341,3,"Rio de Janeiro,Pernambuco,Bahia"
Brazil,1865,Exp,Portugal,592227.999841226,3,"Rio de Janeiro,Pernambuco,Bahia"
Brazil,1865,Exp,Spain,268130.036121145,3,"Rio de Janeiro,Pernambuco,Bahia"
Brazil,1865,Exp,"United States of America",1730877.62473703,3,"Rio de Janeiro,Pernambuco,Bahia"
Brazil,1865,Imp,"Argentina (La Plata)",407970.467987139,3,"Rio de Janeiro,Pernambuco,Bahia"
Brazil,1865,Imp,France,2474457.19048942,3,"Rio de Janeiro,Pernambuco,Bahia"
Brazil,1865,Imp,Portugal,702893.660937562,3,"Rio de Janeiro,Pernambuco,Bahia"
Brazil,1865,Imp,Spain,293772.079545906,3,"Rio de Janeiro,Pernambuco,Bahia"
Brazil,1865,Imp,"United States of America",1103560.51284087,3,"Rio de Janeiro,Pernambuco,Bahia"
"Cape Colony (Cape of Good Hope)",1829,Exp,"British Colonies (other)",87446.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1829,Exp,"United Kingdom",138772.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1829,Imp,"Other countries",30429.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1829,Imp,"United Kingdom",291235.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1830,Exp,"British Colonies (other)",93771.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1830,Exp,"United Kingdom",144304.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1830,Imp,"British Colonies (other)",92033.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1830,Imp,"United Kingdom",318656.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1831,Exp,"British Colonies (other)",70957.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1831,Exp,"Other countries",14701.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1831,Exp,"United Kingdom",127369.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1831,Imp,"British Colonies (other)",37751.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1831,Imp,"Other countries",24648.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1831,Imp,"United Kingdom",281445.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1832,Exp,"British Colonies (other)",77811.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1832,Exp,"Other countries",3915.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1832,Exp,"United Kingdom",165531.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1832,Imp,"British Colonies (other)",45685.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1832,Imp,"United Kingdom",199899.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1833,Exp,"British Colonies (other)",73948.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1833,Exp,"Other countries",21628.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1833,Exp,"United Kingdom",185965.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1833,Imp,"British Colonies (other)",34554.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1833,Imp,"United Kingdom",331680.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1834,Exp,"British Colonies (other)",111556.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1834,Exp,"Other countries",15324.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1834,Exp,"United Kingdom",238258.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1834,Exp,"World as reported",369796.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1834,Imp,"British Colonies (other)",33968.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1834,Imp,"Other countries",86640.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1834,Imp,"United Kingdom",332420.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1834,Imp,"World as reported",462769.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1835,Exp,"United Kingdom",143190.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1835,Imp,"United Kingdom",418827.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1835,Imp,"United States of America",13406.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1835,Imp,"World as reported",541037.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1836,Exp,Mauritius,43633.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1836,Exp,"St. Helena",14775.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1836,Exp,"United Kingdom",162221.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1836,Exp,"World as reported",269008.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1836,Imp,Mauritius,24750.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1836,Imp,"World as reported",881783.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1837,Exp,"United Kingdom",143766.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1837,Exp,"World as reported",275624.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1837,Imp,Mauritius,59121.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1837,Imp,"United Kingdom",939638.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1837,Imp,Unknown,4071.0,3,"Cape Town,Port Simon"
"Cape Colony (Cape of Good Hope)",1837,Imp,"World as reported",1070910.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1838,Exp,"Sri Lanka (Ceylon)",1711.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1838,Exp,"United Kingdom",126526.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1838,Exp,"World as reported",252034.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1838,Imp,Mauritius,40447.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1838,Imp,"Sri Lanka (Ceylon)",1919.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1838,Imp,"United Kingdom",832686.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1838,Imp,"World as reported",1058960.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1839,Exp,Mauritius,24290.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1839,Exp,"South Australia",1718.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1839,Exp,"United Kingdom",146100.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1839,Exp,"World as reported",241310.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1839,Imp,"Chennai (Madras) & Kolkata (Calcutta)",43379.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1839,Imp,Mauritius,34408.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1839,Imp,"United Kingdom",759130.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1839,Imp,"United States of America",27621.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1839,Imp,"World as reported",1403295.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1840,Exp,Mauritius,35586.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1840,Exp,"United Kingdom",131891.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1840,Exp,"World as reported",239084.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1840,Imp,"Chennai (Madras) & Kolkata (Calcutta)",29217.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1840,Imp,Mauritius,42109.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1840,Imp,"United Kingdom",574924.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1840,Imp,"World as reported",1493208.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1841,Exp,"United Kingdom",135108.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1841,Exp,"World as reported",236659.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1841,Imp,"Chennai (Madras) & Kolkata (Calcutta)",25419.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1841,Imp,Mauritius,26012.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1841,Imp,"United Kingdom",522038.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1841,Imp,"World as reported",910797.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1842,Exp,"United Kingdom",179451.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1842,Exp,"World as reported",258208.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1842,Imp,"Chennai (Madras) & Kolkata (Calcutta)",28961.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1842,Imp,Mauritius,27603.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1842,Imp,"United Kingdom",534575.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1842,Imp,"World as reported",766349.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1843,Exp,"United Kingdom",184599.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1843,Exp,"World as reported",265892.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1843,Imp,"Chennai (Madras) & Kolkata (Calcutta)",28804.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1843,Imp,Mauritius,21355.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1843,Imp,"Sri Lanka (Ceylon)",361.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1843,Imp,"United Kingdom",570396.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1843,Imp,"World as reported",807255.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1844,Exp,Mauritius,43487.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1844,Exp,"United Kingdom",213304.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1844,Exp,"World as reported",305373.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1844,Imp,"Chennai (Madras) & Kolkata (Calcutta)",30434.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1844,Imp,Mauritius,42994.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1844,Imp,"United Kingdom",549161.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1844,Imp,"United States of America",19645.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1844,Imp,"World as reported",775376.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1845,Exp,"United Kingdom",303685.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1845,Exp,"World as reported",432503.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1845,Imp,"People's Republic of China (China)",49443.6237701078,3,"Table Bay,Cape Town,Port Simon"
"Cape Colony (Cape of Good Hope)",1845,Imp,"Reunion (Bourbon I.)",2209.92815867562,3,"Table Bay,Cape Town,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1845,Imp,Singapore,19830.1931906919,3,"Table Bay,Cape Town,Port Simon"
"Cape Colony (Cape of Good Hope)",1845,Imp,Sweden,7159.845228799,3,"Table Bay,Cape Town,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1846,Exp,Mauritius,44601.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1846,Exp,"United Kingdom",286210.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1846,Exp,"World as reported",398750.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1846,Imp,"Chennai (Madras) & Kolkata (Calcutta)",43677.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1846,Imp,Mauritius,79811.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1846,Imp,"Sri Lanka (Ceylon)",1851.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1846,Imp,"United Kingdom",691186.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1846,Imp,"United States of America",27753.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1846,Imp,"World as reported",1073059.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1847,Exp,Mauritius,29430.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1847,Exp,"United Kingdom",286840.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1847,Exp,"World as reported",352317.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1847,Imp,"Chennai (Madras) & Kolkata (Calcutta)",31058.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1847,Imp,Mauritius,82626.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1847,Imp,"United Kingdom",1001103.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1847,Imp,"United States of America",47412.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1847,Imp,"World as reported",1379341.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1848,Exp,Mauritius,34402.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1848,Exp,"United Kingdom",232385.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1848,Exp,"World as reported",327456.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1848,Imp,"Chennai (Madras) & Kolkata (Calcutta)",33805.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1848,Imp,"Sri Lanka (Ceylon)",768.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1848,Imp,"United States of America",22322.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1849,Exp,"United Kingdom",269690.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1849,Exp,"World as reported",353526.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1849,Imp,"Chennai (Madras) & Kolkata (Calcutta)",36648.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1849,Imp,Mauritius,59680.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1849,Imp,"Sri Lanka (Ceylon)",2334.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1849,Imp,"United Kingdom",608798.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1849,Imp,"United States of America",36632.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1849,Imp,"World as reported",944532.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Exp,"Chennai (Madras) & Kolkata (Calcutta)",2301.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Exp,"United Kingdom",364737.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Exp,"World as reported",462397.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Imp,"Chennai (Madras) & Kolkata (Calcutta)",36148.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Imp,Mauritius,71126.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Imp,Netherlands,8017.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Imp,Penang,3417.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Imp,"People's Republic of China (China)",24368.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Imp,"Sri Lanka (Ceylon)",6182.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Imp,"United Kingdom",869332.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Imp,"United States of America",39837.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1850,Imp,"World as reported",1277043.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1851,Exp,Mauritius,27279.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1851,Exp,"United Kingdom",377366.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1851,Exp,"World as reported",484687.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1851,Imp,"Chennai (Madras) & Kolkata (Calcutta)",42169.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1851,Imp,France,11148.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1851,Imp,Mauritius,70009.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1851,Imp,"People's Republic of China (China)",35289.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1851,Imp,"United Kingdom",1188922.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1851,Imp,"World as reported",1673769.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1852,Exp,Mauritius,29576.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1852,Exp,"World as reported",572324.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1852,Imp,"Chennai (Madras) & Kolkata (Calcutta)",46387.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1852,Imp,France,5449.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1852,Imp,Mauritius,98499.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1852,Imp,Sweden,14749.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1852,Imp,"United Kingdom",1425208.0,3,"Cape Town,Port Simon,Port Elizabeth"
"Cape Colony (Cape of Good Hope)",1852,Imp,"World as reported",1861194.0,3,"Cape Town,Port Simon,Port Elizabeth"
"French India",1897,Exp,"British Colonies",303598.623761982,3,"Pondicherry,Yanaon,Karaikal"
"French India",1898,Imp,"British Colonies (Foreign produce)",75081.699734664,3,"Mahé,Pondicherry,Karaikal"
"French India",1898,Imp,"French Colonies (Foreign produce)",3859.13429171122,3,"Pondicherry,Yanaon,Karaikal"
"French India",1899,Imp,"British Colonies (Foreign produce)",82118.4288831581,3,"Mahé,Pondicherry,Karaikal"
