slug,acronym,source_category,author,name,edition_date,country,pages,volume_number,volume_date,flow_date,notes,shelf_number
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1913,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1913,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1914,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1914,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1915,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1915,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1916,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1916,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1917,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1917,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1918,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1918,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1920,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1920,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1921,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1921,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1922,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1922,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1923,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1923,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1924,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1924,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1925,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1925,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1926,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1926,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1927,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1927,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1928,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1928,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1929,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1929,,,
Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden over het jaar 1931,SH-NL,statistical series,Ministerie van financiën,Statistiek van den Handel en de Scheepvaart in het Koninkrijk der Nederlanden,,,,,1931,,,
Statistik des Warenverkehrs der Schweiz mit dem Auslande im Jahre 1890,SH-SWI,statistical series,,Statistik des Warenverkehrs der Schweiz mit dem Auslande,,,,,1890,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1841,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1841,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1846,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1846,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1847,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1847,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1849,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1849,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1850,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1850,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1852,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1852,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1855,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1855,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1858,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1858,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1864,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1864,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1870,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1870,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1875,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1875,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1880,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1880,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1885,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1885,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1890,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1890,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1895,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1895,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1900,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1900,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1905,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1905,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1908,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1908,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1911,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1911,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1912,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1912,,,
Tableau annuel du commerce de la Belgique avec les pays étrangers. 1913,TC-BL,statistical series,Ministère des finances,Statistique de la Belgique. Tableau général du Commerce avec les pays étrangers,,,,,1913,,,
Statistique du Commerce de la Principauté de Bulgarie avec les pays étrangers pendant l'année 1882. BNF: 4-JW-23 (1880-1882),SC-BUL,statistical series,Direction générale de la statistique,Statistique du Commerce de la Principauté de Bulgarie avec les pays étrangers,,,,,1882,,,BNF: 4-JW-23 (1880-1882)
Statistique du Commerce de la Principauté de Bulgarie avec les pays étrangers pendant l'année 1886. BNF: 4-JW-23 (1886-1887),SC-BUL,statistical series,Direction générale de la statistique,Statistique du Commerce de la Principauté de Bulgarie avec les pays étrangers,,,,,1886,,,BNF: 4-JW-23 (1886-1887)
Statistique générale de la France (1838),SF-1838,book,"Ministère des travaux publics, de l'agriculture et du commerce",Statistique de la France. Commerce extérieur,1838,,,,,,,
Statistiques coloniales pour l'année 1889,SCOL-FR,statistical series,Ministère des Colonies,Statistiques coloniales,,,,,1889,,,
Statistiques coloniales pour l'année 1905 (I),SCOL-FR,statistical series,Ministère des Colonies,Statistiques coloniales,,,,vol.1,1905,,,
Statistiques coloniales pour l'année 1905 (II),SCOL-FR,statistical series,Ministère des Colonies,Statistiques coloniales,,,,vol.2,1905,,,
"Statistisches Handbuch für das Deutsche Reich (vol II, 1907)",SH-GER,book,Kaiserliches Statistisches Amt,Statistisches Handbuch für das Deutsche Reich,1907,,,vol.2,,,,
Statistisches Jahrbuch für das Deutsche Reich,SJ-GER,statistical series,Statistisches Reichsamt,Statistisches Jahrbuch für das Deutsche Reich,,,,,,,,
Statistisches Jahrbuch für das Deutsche Reich (1911),SJ-GER,statistical series,Statistisches Reichsamt,Statistisches Jahrbuch für das Deutsche Reich,,,,,1911,,,
Statistisches Jahrbuch für das Deutsche Reich (1915),SJ-GER,statistical series,Statistisches Reichsamt,Statistisches Jahrbuch für das Deutsche Reich,,,,,1915,,,
"Sveriges officiella statistik, F) Utrikeshandel och sjöfart, commerce collegii underdåniga berättesle 1834, 1837, 1848, 1858, 1868, 1878, 1894, 1899, 1894, 1899, 1904 and 1905",SH-SWE,statistical series,Kommerskollegium,Sveriges officiella statistik. F.Utrikeshandel och sjöfart. Kommerskollegii underdåniga berättesle,,,,,"1834, 1837, 1848, 1858, 1868, 1878, 1894, 1899, 1894, 1899, 1904 and 1905",,,
"Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères, 1827-1836, FC 1.",TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,,vol.1,1827-1836,,,
"Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères, 1837-1846, FC 1.",TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,,vol.1,1837-1846,,,
"Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères, 1847-1856, FC 1.",TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,,vol.1,1847-1856,,,
"Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères, 1857-1866, FC 1.",TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,,vol.1,1857-1866,,,
"Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères, 1867-1876, FC 1.",TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,,vol.1,1867-1876,,,
"Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères, 1877-1886, FC 1.",TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,,vol.1,1877-1886,,,
"Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères, 1887-1896, FC 1.",TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,,vol.1,1887-1896,,,
Tableau général du commerce et de la navigation. Année 1911. Premier volume. Commerce de la France avec ses colonies et les puissances étrangères.Partie : Tableau du commerce de l'Algérie avec l'étranger et les colonies françaises pendant l'année 1910,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,,,1910,,,
Tableau général du commerce et de la navigation. France. 1902.,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,,,1902,,,
Tableau général du commerce et de la navigation. France. 1907.,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,,,1907,,,
Tableau général du commerce et de la navigation. France. 1913. vol 1.,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,,,1913,,,
"Trade of the United Kingdom: Revenue, Population and Commerce (Foreign Countries).1854-1855. FCLII (BNF: MICROFICHE M-15006 mf 59.424)",T-UK,statistical series,,"Trade of the United Kingdom. Revenue, Population and Commerce (Foreign Countries)",,,,FC52,,,,BNF: MICROFICHE M-15006 mf 59.424
"Valério, ed., Portuguese Historical Statistics (2001)",HS-PGL,book,"Valério N., ed.",Portuguese Historical Statistics,2001,,,,,,,
TULLI,TULLI,statistical series,Finnish Customs,Imports and exports in 1881-2015 by countries (29.2.2016),2016,,,,,,,
SEEMES_161,SEEMES,book,Lazaretou S.,Greece: from 1833 to 1949,2014,,161,,,,,
SEEMES_93,SEEMES,book,Jobst C. & T. Scheiber,Austria-Hungary: from 1863 to 1914,2014,,93,,,,,
SC-ALG_1938_1938,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1938,1938,,
SC-ALG_1937_1937,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1937,1937,,
SC-ALG_1936_1936,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1936,1936,,
SC-ALG_1935_1935,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1935,1935,,
SC-ALG_1934_1934,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1934,1934,,
SC-ALG_1933_1933,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1933,1933,,
SC-ALG_1932_1932,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1932,1932,,
SC-ALG_1931_1931,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1931,1931,,
SC-ALG_1930_1930,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1930,1930,,
SC-ALG_1929_1929,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1929,1929,,
SC-ALG_1928_1928,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1928,1928,,
SC-ALG_1927_1927,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1927,1927,,
SC-ALG_1926_1926,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1926,1926,,
SC-ALG_1925_1925,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1925,1925,,
SC-ALG_1924_1924,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1924,1924,,
SC-ALG_1923_1923,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1923,1923,,
SC-ALG_1922_1922,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1922,1922,,
SC-ALG_1921_1921,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1921,1921,,
SC-ALG_1920_1920,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1920,1920,,
SC-ALG_1919_1919,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1919,1919,,
SC-ALG_1918_1918,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1918,1918,,
SC-ALG_1917_1917,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1917,1917,,
SC-ALG_1916_1916,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1916,1916,,
SC-ALG_1915_1915,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1915,1915,,
SC-ALG_1914_1914,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1914,1914,,
SC-ALG_1913_1913,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1913,1913,,
SC-ALG_1912_1912,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1912,1912,,
SC-ALG_1911_1911,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1911,1911,,
SC-ALG_1910_1910,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1910,1910,,
SC-ALG_1901-10_1901,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1901-1910,1901,,
SC-ALG_1901-10_1902,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1901-1910,1902,,
SC-ALG_1901-10_1903,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1901-1910,1903,,
SC-ALG_1901-10_1904,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1901-1910,1904,,
SC-ALG_1901-10_1905,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1901-1910,1905,,
SC-ALG_1901-10_1906,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1901-1910,1906,,
SC-ALG_1901-10_1907,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1901-1910,1907,,
SC-ALG_1901-10_1908,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1901-1910,1908,,
SC-ALG_1901-10_1909,SC-ALG,statistical series,"Gouvernement général de l'Algérie, Direction des Douanes",Documents statistiques sur le commerce de l'Algérie,,,,,1901-1910,1909,,
TC-ALG_1900_1900,TC-ALG,statistical series,"Gouvernement général de l'Algérie, Office de renseignements généraux et de colonisation","Tableau du commerce de l'Algérie avec la France, l'étranger et les colonies françaises",,,,,1900,1900,,
TGC-FR_1899_1899_45,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,45,,1899,1899,,
TGC-FR_1899_1899_721,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,721,,1899,1899,,
TGC-FR_1899_1899_43,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,43,,1899,1899,,
TGC-FR_1899_1898_45,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,45,,1899,1898,,
TGC-FR_1898_1898_719,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,719,,1898,1898,,
TGC-FR_1899_1898_43,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,43,,1899,1898,,
TGC-FR_1899_1897_45,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,45,,1899,1897,,
TGC-FR_1897_1897_719,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,719,,1897,1897,,
TGC-FR_1899_1897_43,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,43,,1899,1897,,
TDC-FR_1887-1896_1896_CXLVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLVII,,1887-1896,1896,,
TGC-FR_1896_1896_719,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,719,,1896,1896,,
TDC-FR_1887-1896_1896_CXLIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLIII,,1887-1896,1896,,
TDC-FR_1887-1896_1895_CXLVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLVII,,1887-1896,1895,,
TGC-FR_1895_1895_737,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,737,,1895,1895,,
TDC-FR_1887-1896_1895_CXLIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLIII,,1887-1896,1895,,
TDC-FR_1887-1896_1894_CXLVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLVII,,1887-1896,1894,,
TGC-FR_1894_1894_719,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,719,,1894,1894,,
TDC-FR_1887-1896_1894_CXLIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLIII,,1887-1896,1894,,
TDC-FR_1887-1896_1893_CXLVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLVII,,1887-1896,1893,,
TGC-FR_1893_1893_719,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,719,,1893,1893,,
TDC-FR_1887-1896_1893_CXLIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLIII,,1887-1896,1893,,
TDC-FR_1887-1896_1892_CXLVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLVII,,1887-1896,1892,,
TGC-FR_1892_1892_713,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,713,,1892,1892,,
TDC-FR_1887-1896_1892_CXLIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLIII,,1887-1896,1892,,
TDC-FR_1887-1896_1891_CXLVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLVII,,1887-1896,1891,,
TGC-FR_1891_1891_681,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,681,,1891,1891,,
TDC-FR_1887-1896_1891_CXLIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLIII,,1887-1896,1891,,
TDC-FR_1887-1896_1890_CXLVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLVII,,1887-1896,1890,,
TGC-FR_1890_1890_681,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,681,,1890,1890,,
TDC-FR_1887-1896_1890_CXLIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLIII,,1887-1896,1890,,
TDC-FR_1887-1896_1889_CXLVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLVII,,1887-1896,1889,,
TGC-FR_1889_1889_681,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,681,,1889,1889,,
TDC-FR_1887-1896_1889_CXLIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLIII,,1887-1896,1889,,
TDC-FR_1887-1896_1888_CXLVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLVII,,1887-1896,1888,,
TGC-FR_1888_1888_681,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,681,,1888,1888,,
TDC-FR_1887-1896_1888_CXLIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLIII,,1887-1896,1888,,
TDC-FR_1887-1896_1887_CXLVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLVII,,1887-1896,1887,,
TGC-FR_1887_1887_681,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,681,,1887,1887,,
TDC-FR_1887-1896_1887_CXLIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,CXLIII,,1887-1896,1887,,
TDC-FR_1877-1886_1886_LXXVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXVII,,1877-1886,1886,,
TGC-FR_1886_1886_681,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,681,,1886,1886,,
TDC-FR_1877-1886_1886_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1877-1886,1886,,
TDC-FR_1877-1886_1885_LXXVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXVII,,1877-1886,1885,,
TGC-FR_1885_1885_681,TGC-FR,statistical series,Direction générale des douanes,Tableau général du commerce de la France avec ses colonies et les puissances étrangères,,,681,,1885,1885,,
TDC-FR_1877-1886_1885_LXXIII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXIII,,1877-1886,1885,,
TDC-FR_1877-1886_1884_LXXVII,TDC-FR,statistical series,Direction générale des douanes,Tableau décennal du commerce de la France avec ses colonies et les puissances étrangères,,,LXXVII,,1877-1886,1884,,
