id,RICname_group,RICname_part
855,Costa Rica & Guatemala & Honduras,Honduras
856,Costa Rica & Guatemala & Honduras & Nicaragua,Costa Rica
857,Costa Rica & Guatemala & Honduras & Nicaragua,Guatemala
858,Costa Rica & Guatemala & Honduras & Nicaragua,Honduras
859,Costa Rica & Guatemala & Honduras & Nicaragua,Nicaragua
860,Crete & Egypt Arab Republic (Egypt),Crete
861,Crete & Egypt Arab Republic (Egypt),Egypt Arab Republic (Egypt)
862,Crete & European Turkey,Crete
863,Crete & European Turkey,European Turkey
864,Crete & Greece,Crete
865,Crete & Greece,Greece
866,Crete & Turkey (Ottoman Empire),Crete
867,Crete & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
868,Croatia & Dalmatia & Illyria,Croatia
869,Croatia & Dalmatia & Illyria,Dalmatia
870,Croatia & Dalmatia & Illyria,Illyria
871,Croatia & Kingdom of Serbia,Croatia
872,Croatia & Kingdom of Serbia,Kingdom of Serbia
873,Cuba & Curacao & Guadeloupe & Martinique & Puerto Rico & St. Croix & St. Thomas,Cuba
874,Cuba & Curacao & Guadeloupe & Martinique & Puerto Rico & St. Croix & St. Thomas,Curacao
875,Cuba & Curacao & Guadeloupe & Martinique & Puerto Rico & St. Croix & St. Thomas,Guadeloupe
876,Cuba & Curacao & Guadeloupe & Martinique & Puerto Rico & St. Croix & St. Thomas,Martinique
877,Cuba & Curacao & Guadeloupe & Martinique & Puerto Rico & St. Croix & St. Thomas,Puerto Rico
878,Cuba & Curacao & Guadeloupe & Martinique & Puerto Rico & St. Croix & St. Thomas,St. Croix
879,Cuba & Curacao & Guadeloupe & Martinique & Puerto Rico & St. Croix & St. Thomas,St. Thomas
880,Cuba & Dominican Republic (Santo Domingo) & Haiti,Cuba
881,Cuba & Dominican Republic (Santo Domingo) & Haiti,Dominican Republic (Santo Domingo)
882,Cuba & Dominican Republic (Santo Domingo) & Haiti,Haiti
883,Cuba & Haiti & Puerto Rico & World (other),Cuba
884,Cuba & Haiti & Puerto Rico & World (other),Haiti
885,Cuba & Haiti & Puerto Rico & World (other),World (other)
886,Cuba & Haiti & Puerto Rico & World (other),Puerto Rico
887,Cuba & Haiti & Puerto Rico,Cuba
888,Cuba & Haiti & Puerto Rico,Haiti
889,Cuba & Haiti & Puerto Rico,Puerto Rico
890,Cuba & La Guaira,Cuba
891,Cuba & La Guaira,La Guaira
892,Cuba & Philippines & Puerto Rico,Cuba
893,Cuba & Philippines & Puerto Rico,Philippines
894,Cuba & Philippines & Puerto Rico,Puerto Rico
895,Cuba & Puerto Rico,Cuba
896,Cuba & Puerto Rico,Puerto Rico
897,Cuba & Spain,Cuba
898,Cuba & Spain,Spain
899,Cuba & West Indies (other),Cuba
900,Cuba & West Indies (other),West Indies (other)
901,Curacao & Dutch Windward Is. & Sint Eustatius,Curacao
902,Curacao & Dutch Windward Is. & Sint Eustatius,Dutch Windward Is.
903,Curacao & Dutch Windward Is. & Sint Eustatius,Sint Eustatius
904,Curacao & Jamaica,Curacao
905,Curacao & Jamaica,Jamaica
906,Curacao & Jamaica & Trinidad and Tobago,Curacao
907,Curacao & Jamaica & Trinidad and Tobago,Jamaica
908,Curacao & Jamaica & Trinidad and Tobago,Trinidad and Tobago
909,Curacao & Netherlands,Curacao
910,Curacao & Netherlands,Netherlands
911,Curacao & Surinam (Dutch Guiana),Curacao
912,Curacao & Surinam (Dutch Guiana),Surinam (Dutch Guiana)
913,Cuxhaven & Hamburg,Cuxhaven
914,Cuxhaven & Hamburg,Hamburg
915,Cuxhaven & Heligoland,Cuxhaven
916,Cuxhaven & Heligoland,Heligoland
917,Cyprus & Gibraltar,Cyprus
918,Cyprus & Gibraltar,Gibraltar
919,Cyprus & Gibraltar & Heligoland & Malta & United Kingdom,Cyprus
920,Cyprus & Gibraltar & Heligoland & Malta & United Kingdom,Gibraltar
921,Cyprus & Gibraltar & Heligoland & Malta & United Kingdom,Heligoland
922,Cyprus & Gibraltar & Heligoland & Malta & United Kingdom,Malta
923,Cyprus & Gibraltar & Heligoland & Malta & United Kingdom,United Kingdom
924,Cyprus & Gibraltar & Malta,Cyprus
925,Cyprus & Gibraltar & Malta,Gibraltar
926,Cyprus & Gibraltar & Malta,Malta
927,Cyprus & Gozo & Kingdom of Serbia & Malta,Cyprus
928,Cyprus & Gozo & Kingdom of Serbia & Malta,Gozo
929,Cyprus & Gozo & Kingdom of Serbia & Malta,Kingdom of Serbia
930,Cyprus & Gozo & Kingdom of Serbia & Malta,Malta
931,Cyprus & Gozo & Malta,Cyprus
932,Cyprus & Gozo & Malta,Gozo
933,Cyprus & Gozo & Malta,Malta
934,Cyprus & Malta,Cyprus
935,Cyprus & Malta,Malta
936,Cyprus & Palestine,Cyprus
937,Cyprus & Palestine,Palestine
938,Cyrenaica & Tripolitania (Regency of Tripoli),Cyrenaica
939,Cyrenaica & Tripolitania (Regency of Tripoli),Tripolitania (Regency of Tripoli)
940,Czechoslovakia & Hungary,Czechoslovakia
941,Czechoslovakia & Hungary,Hungary
942,Dalny & Korea (Chosen) & Vladivostok,Dalny
943,Dalny & Korea (Chosen) & Vladivostok,Korea (Chosen)
944,Dalny & Korea (Chosen) & Vladivostok,Vladivostok
945,Danish America & Spanish America,Danish America
946,Danish America & Spanish America,Spanish America
947,Danish Colonies & Denmark,Danish Colonies
948,Danish Colonies & Denmark,Denmark
949,Danish India & French India & India,Danish India
950,Danish India & French India & India,French India
951,Danish India & French India & India,India
952,Danzig (Free City of Danzig) & Memel,Danzig (Free City of Danzig)
953,Danzig (Free City of Danzig) & Memel,Memel
954,Danzig (Free City of Danzig) & Poland,Danzig (Free City of Danzig)
955,Danzig (Free City of Danzig) & Poland,Poland
956,Davis Strait & Greenland,Davis Strait
957,Davis Strait & Greenland,Greenland
958,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State) & Ruanda-Urundi,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)
959,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State) & Ruanda-Urundi,Ruanda-Urundi
960,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State) & Uganda,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State)
961,Democratic Republic of the Congo (Zaire) (Kinshasa) (Belgian Congo) (Congo Free State) & Uganda,Uganda
964,Denmark & Faeroe Is.,Denmark
965,Denmark & Faeroe Is.,Faeroe Is.
966,Denmark & Faeroe Is. & Greenland & Iceland,Denmark
967,Denmark & Faeroe Is. & Greenland & Iceland,Faeroe Is.
968,Denmark & Faeroe Is. & Greenland & Iceland,Greenland
969,Denmark & Faeroe Is. & Greenland & Iceland,Iceland
970,Denmark & Faeroe Is. & Iceland,Denmark
971,Denmark & Faeroe Is. & Iceland,Faeroe Is.
972,Denmark & Faeroe Is. & Iceland,Iceland
973,Denmark & Greenland,Denmark
974,Denmark & Greenland,Greenland
975,Denmark & Greenland & Iceland,Denmark
976,Denmark & Greenland & Iceland,Greenland
977,Denmark & Greenland & Iceland,Iceland
978,Denmark & Holstein & Schleswig,Denmark
979,Denmark & Holstein & Schleswig,Holstein
980,Denmark & Holstein & Schleswig,Schleswig
981,Denmark & Iceland,Denmark
982,Denmark & Iceland,Iceland
983,Denmark & Madeira Isles & Spain,Denmark
984,Denmark & Madeira Isles & Spain,Madeira Isles
985,Denmark & Madeira Isles & Spain,Spain
986,Denmark & Norway,Denmark
987,Denmark & Norway,Norway
988,Denmark & Norway & Russia (USSR) & Sweden,Denmark
989,Denmark & Norway & Russia (USSR) & Sweden,Norway
990,Denmark & Norway & Russia (USSR) & Sweden,Russia (USSR)
991,Denmark & Norway & Russia (USSR) & Sweden,Sweden
992,Denmark & Norway & Sweden,Denmark
993,Denmark & Norway & Sweden,Norway
994,Denmark & Norway & Sweden,Sweden
995,Denmark & Russia (USSR),Denmark
996,Denmark & Russia (USSR),Russia (USSR)
997,Denmark & Russia (USSR) & Sweden,Denmark
998,Denmark & Russia (USSR) & Sweden,Russia (USSR)
999,Denmark & Russia (USSR) & Sweden,Sweden
1000,Denmark & Saxony,Denmark
1001,Denmark & Saxony,Saxony
1002,Denmark & Sweden,Denmark
1003,Denmark & Sweden,Sweden
1004,Denmark & Virgin Islands (Danish West Indies),Denmark
1005,Denmark & Virgin Islands (Danish West Indies),Virgin Islands (Danish West Indies)
1006,Djibouti (Afar and Issas) (French Somaliland) & Eritrea,Djibouti (Afar and Issas) (French Somaliland)
1007,Djibouti (Afar and Issas) (French Somaliland) & Eritrea,Eritrea
1008,Djibouti (Afar and Issas) (French Somaliland) & Ethiopia (Abyssinia),Djibouti (Afar and Issas) (French Somaliland)
1009,Djibouti (Afar and Issas) (French Somaliland) & Ethiopia (Abyssinia),Ethiopia (Abyssinia)
1010,Djibouti (Afar and Issas) (French Somaliland) & Ethiopia (Abyssinia) & Eritrea & Italian Somaliland & Sudan (Anglo-Egyptian Sudan) (Mahdist State),Djibouti (Afar and Issas) (French Somaliland)
1011,Djibouti (Afar and Issas) (French Somaliland) & Ethiopia (Abyssinia) & Eritrea & Italian Somaliland & Sudan (Anglo-Egyptian Sudan) (Mahdist State),Ethiopia (Abyssinia)
1012,Djibouti (Afar and Issas) (French Somaliland) & Ethiopia (Abyssinia) & Eritrea & Italian Somaliland & Sudan (Anglo-Egyptian Sudan) (Mahdist State),Eritrea
1013,Djibouti (Afar and Issas) (French Somaliland) & Ethiopia (Abyssinia) & Eritrea & Italian Somaliland & Sudan (Anglo-Egyptian Sudan) (Mahdist State),Italian Somaliland
1014,Djibouti (Afar and Issas) (French Somaliland) & Ethiopia (Abyssinia) & Eritrea & Italian Somaliland & Sudan (Anglo-Egyptian Sudan) (Mahdist State),Sudan (Anglo-Egyptian Sudan) (Mahdist State)
1015,Djibouti (Afar and Issas) (French Somaliland) & Italian Somaliland,Djibouti (Afar and Issas) (French Somaliland)
1016,Djibouti (Afar and Issas) (French Somaliland) & Italian Somaliland,Italian Somaliland
1017,Djibouti (Afar and Issas) (French Somaliland) & Italian Somaliland & Somaliland Republic (British Somaliland),Djibouti (Afar and Issas) (French Somaliland)
1018,Djibouti (Afar and Issas) (French Somaliland) & Italian Somaliland & Somaliland Republic (British Somaliland),Italian Somaliland
1019,Djibouti (Afar and Issas) (French Somaliland) & Italian Somaliland & Somaliland Republic (British Somaliland),Somaliland Republic (British Somaliland)
1020,Djibouti (Afar and Issas) (French Somaliland) & Obock,Djibouti (Afar and Issas) (French Somaliland)
1021,Djibouti (Afar and Issas) (French Somaliland) & Obock,Obock
1022,Djibouti (Afar and Issas) (French Somaliland) & Socotra I. & Somaliland Republic (British Somaliland),Djibouti (Afar and Issas) (French Somaliland)
1023,Djibouti (Afar and Issas) (French Somaliland) & Socotra I. & Somaliland Republic (British Somaliland),Socotra I.
1024,Djibouti (Afar and Issas) (French Somaliland) & Socotra I. & Somaliland Republic (British Somaliland),Somaliland Republic (British Somaliland)
1025,Djibouti (Afar and Issas) (French Somaliland) & Somaliland Republic (British Somaliland),Djibouti (Afar and Issas) (French Somaliland)
1026,Djibouti (Afar and Issas) (French Somaliland) & Somaliland Republic (British Somaliland),Somaliland Republic (British Somaliland)
1027,Dodecanese Is. (Aegean Is.) & Greece,Dodecanese Is. (Aegean Is.)
1028,Dodecanese Is. (Aegean Is.) & Greece,Greece
1029,Dodecanese Is. (Aegean Is.) & Italy,Dodecanese Is. (Aegean Is.)
1030,Dodecanese Is. (Aegean Is.) & Italy,Italy
1031,Dodecanese Is. (Aegean Is.) & Izmir (Smyrna),Dodecanese Is. (Aegean Is.)
1032,Dodecanese Is. (Aegean Is.) & Izmir (Smyrna),Izmir (Smyrna)
1033,Dodecanese Is. (Aegean Is.) & Romania & Turkey (Ottoman Empire),Dodecanese Is. (Aegean Is.)
1034,Dodecanese Is. (Aegean Is.) & Romania & Turkey (Ottoman Empire),Romania
1035,Dodecanese Is. (Aegean Is.) & Romania & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1036,Dodecanese Is. (Aegean Is.) & Turkey (Ottoman Empire),Dodecanese Is. (Aegean Is.)
1037,Dodecanese Is. (Aegean Is.) & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1038,Dominican Republic (Santo Domingo) & Haiti,Dominican Republic (Santo Domingo)
1039,Dominican Republic (Santo Domingo) & Haiti,Haiti
1040,Dominican Republic (Santo Domingo) & Haiti & Puerto Rico,Dominican Republic (Santo Domingo)
1041,Dominican Republic (Santo Domingo) & Haiti & Puerto Rico,Haiti
1042,Dominican Republic (Santo Domingo) & Haiti & Puerto Rico,Puerto Rico
1043,Dutch Asia (other) & Java,Dutch Asia (other)
1044,Dutch Asia (other) & Java,Java
1045,Dutch Asia & Dutch Oceania,Dutch Asia
1046,Dutch Asia & Dutch Oceania,Dutch Oceania
1047,Dutch Borneo & Java,Dutch Borneo
1048,Dutch Borneo & Java,Java
1049,Dutch Borneo & Sarawak,Dutch Borneo
1050,Dutch Borneo & Sarawak,Sarawak
1051,Dutch Colonies (other) & Natuna,Dutch Colonies (other)
1052,Dutch Colonies (other) & Natuna,Natuna
1053,Dutch Colonies & Netherlands,Dutch Colonies
1054,Dutch Colonies & Netherlands,Netherlands
1055,East Frisia & Oldenburg,East Frisia
1056,East Frisia & Oldenburg,Oldenburg
1057,East India Company & People's Republic of China (China) & Sri Lanka (Ceylon),East India Company
1058,East India Company & People's Republic of China (China) & Sri Lanka (Ceylon),People's Republic of China (China)
1059,East India Company & People's Republic of China (China) & Sri Lanka (Ceylon),Sri Lanka (Ceylon)
1060,East India Company & Sri Lanka (Ceylon),East India Company
1061,East India Company & Sri Lanka (Ceylon),Sri Lanka (Ceylon)
1062,East Indies & Guinea (French Guinea) (Rivieres du Sud) & People's Republic of China (China),East Indies
1063,East Indies & Guinea (French Guinea) (Rivieres du Sud) & People's Republic of China (China),Guinea (French Guinea) (Rivieres du Sud)
1064,East Indies & Guinea (French Guinea) (Rivieres du Sud) & People's Republic of China (China),People's Republic of China (China)
1065,East Indies & People's Republic of China (China),East Indies
1066,East Indies & People's Republic of China (China),People's Republic of China (China)
1067,East Indies & Philippines & Thailand (Siam),East Indies
1068,East Indies & Philippines & Thailand (Siam),Philippines
1069,East Indies & Philippines & Thailand (Siam),Thailand (Siam)
1070,East Indies & Thailand (Siam),East Indies
1071,East Indies & Thailand (Siam),Thailand (Siam)
1072,East Indies & West Indies,East Indies
1073,East Indies & West Indies,West Indies
1074,East Timor (Portuguese Timor) & Macao,East Timor (Portuguese Timor)
1075,East Timor (Portuguese Timor) & Macao,Macao
1076,East Timor (Portuguese Timor) & Macao & Portuguese India,East Timor (Portuguese Timor)
1077,East Timor (Portuguese Timor) & Macao & Portuguese India,Macao
1078,East Timor (Portuguese Timor) & Macao & Portuguese India,Portuguese India
1079,East Timor (Portuguese Timor) & Portuguese India,East Timor (Portuguese Timor)
1080,East Timor (Portuguese Timor) & Portuguese India,Portuguese India
1081,Eastern Africa & Madagascar (Malagasy Republic),Eastern Africa
1082,Eastern Africa & Madagascar (Malagasy Republic),Madagascar (Malagasy Republic)
1083,Eastern Africa & Mauritius,Eastern Africa
1084,Eastern Africa & Mauritius,Mauritius
1085,Eastern Asia (other) & French India & Japan & People's Republic of China (China),Eastern Asia (other)
1086,Eastern Asia (other) & French India & Japan & People's Republic of China (China),French India
1087,Eastern Asia (other) & French India & Japan & People's Republic of China (China),Japan
1088,Eastern Asia (other) & French India & Japan & People's Republic of China (China),People's Republic of China (China)
1089,Eastern Asia (other) & Japan & People's Republic of China (China),Eastern Asia (other)
1090,Eastern Asia (other) & Japan & People's Republic of China (China),Japan
1091,Eastern Asia (other) & Japan & People's Republic of China (China),People's Republic of China (China)
1092,Eastern Asia & India,Eastern Asia
1093,Eastern Asia & India,India
1094,Eastern Asia & People's Republic of China (China),Eastern Asia
1095,Eastern Asia & People's Republic of China (China),People's Republic of China (China)
1096,Ecuador & Guatemala,Ecuador
1097,Ecuador & Guatemala,Guatemala
1098,Ecuador & Peru,Ecuador
1099,Ecuador & Peru,Peru
1100,Egypt Arab Republic (Egypt) & Egypt Arab Republic (Egypt) Dependencies,Egypt Arab Republic (Egypt)
1101,Egypt Arab Republic (Egypt) & Egypt Arab Republic (Egypt) Dependencies,Egypt Arab Republic (Egypt) Dependencies
1102,Egypt Arab Republic (Egypt) & Egypt Arab Republic (Egypt) Dependencies & Turkey (Ottoman Empire),Egypt Arab Republic (Egypt)
1103,Egypt Arab Republic (Egypt) & Egypt Arab Republic (Egypt) Dependencies & Turkey (Ottoman Empire),Egypt Arab Republic (Egypt) Dependencies
1104,Egypt Arab Republic (Egypt) & Egypt Arab Republic (Egypt) Dependencies & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1105,Egypt Arab Republic (Egypt) & Greece & Turkey (Ottoman Empire),Egypt Arab Republic (Egypt)
1106,Egypt Arab Republic (Egypt) & Greece & Turkey (Ottoman Empire),Greece
1107,Egypt Arab Republic (Egypt) & Greece & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1108,Egypt Arab Republic (Egypt) & Indian Transit,Egypt Arab Republic (Egypt)
1109,Egypt Arab Republic (Egypt) & Indian Transit,Indian Transit
1110,Egypt Arab Republic (Egypt) & Levant & Turkey (Ottoman Empire),Egypt Arab Republic (Egypt)
1111,Egypt Arab Republic (Egypt) & Levant & Turkey (Ottoman Empire),Levant
1112,Egypt Arab Republic (Egypt) & Levant & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1113,Egypt Arab Republic (Egypt) & Moldavia,Egypt Arab Republic (Egypt)
1114,Egypt Arab Republic (Egypt) & Moldavia,Moldavia
1115,Egypt Arab Republic (Egypt) & Sudan (Anglo-Egyptian Sudan) (Mahdist State),Egypt Arab Republic (Egypt)
1116,Egypt Arab Republic (Egypt) & Sudan (Anglo-Egyptian Sudan) (Mahdist State),Sudan (Anglo-Egyptian Sudan) (Mahdist State)
1117,Egypt Arab Republic (Egypt) & Syria,Egypt Arab Republic (Egypt)
1118,Egypt Arab Republic (Egypt) & Syria,Syria
1119,Egypt Arab Republic (Egypt) & Tripolitania (Regency of Tripoli),Egypt Arab Republic (Egypt)
1120,Egypt Arab Republic (Egypt) & Tripolitania (Regency of Tripoli),Tripolitania (Regency of Tripoli)
1121,Egypt Arab Republic (Egypt) & Turkey (Ottoman Empire),Egypt Arab Republic (Egypt)
1122,Egypt Arab Republic (Egypt) & Turkey (Ottoman Empire),Turkey (Ottoman Empire)
1123,El Salvador & Honduras & Nicaragua,El Salvador
1124,El Salvador & Honduras & Nicaragua,Honduras
1125,El Salvador & Honduras & Nicaragua,Nicaragua
1126,Equatorial Guinea (Spanish Guinea) & Spanish Morocco,Equatorial Guinea (Spanish Guinea)
1127,Equatorial Guinea (Spanish Guinea) & Spanish Morocco,Spanish Morocco
1128,Eritrea & Italian Somaliland,Eritrea
1129,Eritrea & Italian Somaliland,Italian Somaliland
1130,Essaouira (Mogador) & Safi,Essaouira (Mogador)
1131,Essaouira (Mogador) & Safi,Safi
1132,Estonia & Latvia,Estonia
1133,Estonia & Latvia,Latvia
1134,Estonia & Latvia & Lithuania,Estonia
1135,Estonia & Latvia & Lithuania,Latvia
1136,Estonia & Latvia & Lithuania,Lithuania
1137,Eswatini (Swaziland) & Zululand,Eswatini (Swaziland)
1138,Eswatini (Swaziland) & Zululand,Zululand
1139,Ethiopia (Abyssinia) & Italian Africa,Ethiopia (Abyssinia)
1140,Ethiopia (Abyssinia) & Italian Africa,Italian Africa
1141,Europe & European Russia,Europe
1142,Europe & European Russia,European Russia
1143,Europe & Levant,Europe
1144,Europe & Levant,Levant
1145,European Turkey & Montenegro,European Turkey
1146,European Turkey & Montenegro,Montenegro
1147,European Turkey & Romania,European Turkey
1148,European Turkey & Romania,Romania
1149,Faeroe Is. & Greenland,Faeroe Is.
1150,Faeroe Is. & Greenland,Greenland
1151,Faeroe Is. & Greenland & Iceland,Faeroe Is.
1152,Faeroe Is. & Greenland & Iceland,Greenland
1153,Faeroe Is. & Greenland & Iceland,Iceland
1154,Faeroe Is. & Iceland,Faeroe Is.
1155,Faeroe Is. & Iceland,Iceland
1156,Falkland Is. & Falkland Is. Dependencies,Falkland Is.
1157,Falkland Is. & Falkland Is. Dependencies,Falkland Is. Dependencies
1158,Falkland Is. & Guyana (British Guiana),Falkland Is.
1159,Falkland Is. & Guyana (British Guiana),Guyana (British Guiana)
1160,Falkland Is. & Patagonia,Falkland Is.
1161,Falkland Is. & Patagonia,Patagonia
1162,Falkland Is. & Uruguay,Falkland Is.
1163,Falkland Is. & Uruguay,Uruguay
1164,Federated Malay States & Straits Settlements,Federated Malay States
1165,Federated Malay States & Straits Settlements,Straits Settlements
1166,Federated States of Micronesia & French Polynesia,Federated States of Micronesia
1167,Federated States of Micronesia & French Polynesia,French Polynesia
1168,Fernando Po (Bioko) & Río Muni,Fernando Po (Bioko)
1169,Fernando Po (Bioko) & Río Muni,Río Muni
1170,Fiji & Tonga (Haʻapai),Fiji
1171,Fiji & Tonga (Haʻapai),Tonga (Haʻapai)
1172,Finland & Russia (USSR),Finland
1173,Finland & Russia (USSR),Russia (USSR)
1174,Fiume & Italy,Fiume
1175,Fiume & Italy,Italy
1176,Fiume & Kingdom of Sardinia & Milan & Papal States & Republic of St. Mark & Tuscany & Two Sicilies,Fiume
1177,Fiume & Kingdom of Sardinia & Milan & Papal States & Republic of St. Mark & Tuscany & Two Sicilies,Kingdom of Sardinia
1178,Fiume & Kingdom of Sardinia & Milan & Papal States & Republic of St. Mark & Tuscany & Two Sicilies,Milan
1179,Fiume & Kingdom of Sardinia & Milan & Papal States & Republic of St. Mark & Tuscany & Two Sicilies,Papal States
1180,Fiume & Kingdom of Sardinia & Milan & Papal States & Republic of St. Mark & Tuscany & Two Sicilies,Republic of St. Mark
1181,Fiume & Kingdom of Sardinia & Milan & Papal States & Republic of St. Mark & Tuscany & Two Sicilies,Tuscany
1182,Fiume & Kingdom of Sardinia & Milan & Papal States & Republic of St. Mark & Tuscany & Two Sicilies,Two Sicilies
1183,Fiume & Republic of St. Mark & Trieste,Fiume
1184,Fiume & Republic of St. Mark & Trieste,Republic of St. Mark
1185,Fiume & Republic of St. Mark & Trieste,Trieste
1186,Fiume & Trieste,Fiume
1187,Fiume & Trieste,Trieste
1188,France (French produce) & French Colonies (French produce),France (French produce)
1189,France (French produce) & French Colonies (French produce),French Colonies (French produce)
1190,France & French Africa,France
1191,France & French Africa,French Africa
1192,France & French Colonies,France
1193,France & French Colonies,French Colonies
1194,France & French Mediterranean Sea,France
1195,France & French Mediterranean Sea,French Mediterranean Sea
1196,France & Monaco,France
1197,France & Monaco,Monaco
1198,France & Netherlands,France
1199,France & Netherlands,Netherlands
1200,France & Netherlands & Portugal & United States of America,France
1201,France & Netherlands & Portugal & United States of America,Netherlands
1202,France & Netherlands & Portugal & United States of America,Portugal
1203,France & Netherlands & Portugal & United States of America,United States of America
1204,France & Portugal,France
1205,France & Portugal,Portugal
1206,France & Tahiti,France
1207,France & Tahiti,Tahiti
1208,Free entrepots & Baltic Ports & North Sea,Free entrepots
1209,Free entrepots & Baltic Ports & North Sea,Baltic Ports
1210,Free entrepots & Baltic Ports & North Sea,North Sea
1211,French Asia & French India,French Asia
1212,French Asia & French India,French India
1213,French Asia & French India & Portuguese Asia,French Asia
1214,French Asia & French India & Portuguese Asia,French India
1215,French Asia & French India & Portuguese Asia,Portuguese Asia
1216,French Asia & French Polynesia,French Asia
1217,French Asia & French Polynesia,French Polynesia
1218,French Equatorial Africa & French West Africa,French Equatorial Africa
1219,French Equatorial Africa & French West Africa,French West Africa
1220,French Guiana & French West Indies,French Guiana
1221,French Guiana & French West Indies,French West Indies
1222,French Guiana & Guadeloupe & Martinique,French Guiana
1223,French Guiana & Guadeloupe & Martinique,Guadeloupe
1224,French Guiana & Guadeloupe & Martinique,Martinique
1225,French Guiana & Guyana (British Guiana) & Surinam (Dutch Guiana),French Guiana
1226,French Guiana & Guyana (British Guiana) & Surinam (Dutch Guiana),Guyana (British Guiana)
1227,French Guiana & Guyana (British Guiana) & Surinam (Dutch Guiana),Surinam (Dutch Guiana)
1228,French Guiana & St. Pierre and Miquelon,French Guiana
1229,French Guiana & St. Pierre and Miquelon,St. Pierre and Miquelon
1232,French India & French Indochina,French India
1233,French India & French Indochina,French Indochina
1234,French India & India & Portuguese India,French India
1235,French India & India & Portuguese India,India
1236,French India & India & Portuguese India,Portuguese India
1237,French Indochina & Japan & People's Republic of China (China),French Indochina
1238,French Indochina & Japan & People's Republic of China (China),Japan
1239,French Indochina & Japan & People's Republic of China (China),People's Republic of China (China)
1240,French Indochina & People's Republic of China (China),French Indochina
1241,French Indochina & People's Republic of China (China),People's Republic of China (China)
1242,French Indochina & People's Republic of China (China) & Philippines & Thailand (Siam),French Indochina
1243,French Indochina & People's Republic of China (China) & Philippines & Thailand (Siam),People's Republic of China (China)
1244,French Indochina & People's Republic of China (China) & Philippines & Thailand (Siam),Philippines
1245,French Indochina & People's Republic of China (China) & Philippines & Thailand (Siam),Thailand (Siam)
1246,French Indochina & Thailand (Siam),French Indochina
1247,French Indochina & Thailand (Siam),Thailand (Siam)
1248,French Oceania (other) & New Caledonia,French Oceania (other)
1249,French Oceania (other) & New Caledonia,New Caledonia
1250,French West Africa & Senegal,French West Africa
1251,French West Africa & Senegal,Senegal
1252,French West Africa & Togo (French Togoland),French West Africa
1253,French West Africa & Togo (French Togoland),Togo (French Togoland)
1254,French West Indies & Netherlands Antilles & Spanish West Indies & St. Barthelemy & Virgin Islands (Danish West Indies),French West Indies
1255,French West Indies & Netherlands Antilles & Spanish West Indies & St. Barthelemy & Virgin Islands (Danish West Indies),Netherlands Antilles
1256,French West Indies & Netherlands Antilles & Spanish West Indies & St. Barthelemy & Virgin Islands (Danish West Indies),Spanish West Indies
1257,French West Indies & Netherlands Antilles & Spanish West Indies & St. Barthelemy & Virgin Islands (Danish West Indies),St. Barthelemy
1258,French West Indies & Netherlands Antilles & Spanish West Indies & St. Barthelemy & Virgin Islands (Danish West Indies),Virgin Islands (Danish West Indies)
1259,French West Indies & St. Pierre and Miquelon,French West Indies
1260,French West Indies & St. Pierre and Miquelon,St. Pierre and Miquelon
1261,Galați & Odessa,Galați
1262,Galați & Odessa,Odessa
1263,Galicia & Poland & Russian provinces,Galicia
1264,Galicia & Poland & Russian provinces,Poland
1265,Galicia & Poland & Russian provinces,Russian provinces
1266,Gambia & Guinea (French Guinea) (Rivieres du Sud) & Senegal,Gambia
1267,Gambia & Guinea (French Guinea) (Rivieres du Sud) & Senegal,Guinea (French Guinea) (Rivieres du Sud)
1268,Gambia & Guinea (French Guinea) (Rivieres du Sud) & Senegal,Senegal
1269,Gambia & Senegal,Gambia
1270,Gambia & Senegal,Senegal
1271,Gambia & Sierra Leone,Gambia
1272,Gambia & Sierra Leone,Sierra Leone
1273,Genoa & Kingdom of Sardinia,Genoa
1274,Genoa & Kingdom of Sardinia,Kingdom of Sardinia
1275,Genoa & Livorno,Genoa
1276,Genoa & Livorno,Livorno
1277,Genoa & Trieste,Genoa
1278,Genoa & Trieste,Trieste
1279,German Africa & German Oceania,German Africa
1280,German Africa & German Oceania,German Oceania
1281,German Austria & Italian Austria,German Austria
1282,German Austria & Italian Austria,Italian Austria
1283,German China & German Oceania,German China
1284,German China & German Oceania,German Oceania
1285,German Colonies & Germany (Zollverein),German Colonies
1286,German Colonies & Germany (Zollverein),Germany (Zollverein)
1287,German East Africa & Germany (Zollverein),German East Africa
1288,German East Africa & Germany (Zollverein),Germany (Zollverein)
1289,German Togoland & Kamerun,German Togoland
1290,German Togoland & Kamerun,Kamerun
