bibliographic reference,author,name,country,volume_number,volume_date,editor,edition_date,pages,shelf_number,URL,source_category,type,notes
"Bermuda Blue Book, 1836. pp. 154-155, Berkeley Library_University of California.",,Bermuda Blue Book,,,1836,,,pp. 154-155,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1838. pp. 146-147, Berkeley Library_University of California.",,Bermuda Blue Book,,,1838,,,pp. 146-147,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1838. pp. 154-155, Berkeley Library_University of California.",,Bermuda Blue Book,,,1838,,,pp. 154-155,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1839. pp. 168-169, Berkeley Library_University of California.",,Bermuda Blue Book,,,1839,,,pp. 168-169,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1839. pp. 176-177, Berkeley Library_University of California.",,Bermuda Blue Book,,,1839,,,pp. 176-177,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1841. pp. 164-165, Berkeley Library_University of California.",,Bermuda Blue Book,,,1841,,,pp. 164-165,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1841. pp. 172-173, Berkeley Library_University of California.",,Bermuda Blue Book,,,1841,,,pp. 172-173,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1843. pp. 166-167, Berkeley Library_University of California.",,Bermuda Blue Book,,,1843,,,pp. 166-167,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1843. pp. 174-175, Berkeley Library_University of California.",,Bermuda Blue Book,,,1843,,,pp. 174-175,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1845. pp. 166-167, Berkeley Library_University of California.",,Bermuda Blue Book,,,1845,,,pp. 166-167,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1845. pp. 174-175, Berkeley Library_University of California.",,Bermuda Blue Book,,,1845,,,pp. 174-175,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1846. pp. 166-167, Berkeley Library_University of California.",,Bermuda Blue Book,,,1846,,,pp. 166-167,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1846. pp. 174-175, Berkeley Library_University of California.",,Bermuda Blue Book,,,1846,,,pp. 174-175,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1848. pp. 170-171, Berkeley Library_University of California.",,Bermuda Blue Book,,,1848,,,pp. 170-171,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1848. pp. 178-179, Berkeley Library_University of California.",,Bermuda Blue Book,,,1848,,,pp. 178-179,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1850. pp. 156-157, Berkeley Library_University of California.",,Bermuda Blue Book,,,1850,,,pp. 156-157,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1850. pp. 162-163, Berkeley Library_University of California.",,Bermuda Blue Book,,,1850,,,pp. 162-163,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1852. pp. 156-157, Berkeley Library_University of California.",,Bermuda Blue Book,,,1852,,,pp. 156-157,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1852. pp. 164-165, Berkeley Library_University of California.",,Bermuda Blue Book,,,1852,,,pp. 164-165,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1853. pp. 154-155, Berkeley Library_University of California.",,Bermuda Blue Book,,,1853,,,pp. 154-155,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1853. pp. 164-165, Berkeley Library_University of California.",,Bermuda Blue Book,,,1853,,,pp. 164-165,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1854. pp. 154, Berkeley Library_University of California.",,Bermuda Blue Book,,,1854,,,pp. 154,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1855. pp. 166-167, Berkeley Library_University of California.",,Bermuda Blue Book,,,1855,,,pp. 166-167,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1855. pp. 172-173, Berkeley Library_University of California.",,Bermuda Blue Book,,,1855,,,pp. 172-173,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1856. pp. 172, Berkeley Library_University of California.",,Bermuda Blue Book,,,1856,,,pp. 172,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1857. pp. 171, Berkeley Library_University of California.",,Bermuda Blue Book,,,1857,,,pp. 171,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1858. pp. 170, Berkeley Library_University of California.",,Bermuda Blue Book,,,1858,,,pp. 170,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1859. pp. 175, Berkeley Library_University of California.",,Bermuda Blue Book,,,1859,,,pp. 175,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1860. pp. 171, Berkeley Library_University of California.",,Bermuda Blue Book,,,1860,,,pp. 171,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1861. pp. 195, Berkeley Library_University of California.",,Bermuda Blue Book,,,1861,,,pp. 195,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1862. pp. 201, Berkeley Library_University of California.",,Bermuda Blue Book,,,1862,,,pp. 201,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1863. pp. 203-205, Berkeley Library_University of California.",,Bermuda Blue Book,,,1863,,,pp. 203-205,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1864. pp. 199-201, Berkeley Library_University of California.",,Bermuda Blue Book,,,1864,,,pp. 199-201,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1865. pp. 199-201, Berkeley Library_University of California.",,Bermuda Blue Book,,,1865,,,pp. 199-201,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1866. pp. 197-199, Berkeley Library_University of California.",,Bermuda Blue Book,,,1866,,,pp. 197-199,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1867. pp. 199-201, Berkeley Library_University of California.",,Bermuda Blue Book,,,1867,,,pp. 199-201,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1868. pp. 200-202, Berkeley Library_University of California.",,Bermuda Blue Book,,,1868,,,pp. 200-202,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1869. pp. 199-201, Berkeley Library_University of California.",,Bermuda Blue Book,,,1869,,,pp. 199-201,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1870. pp. 199-201, Berkeley Library_University of California.",,Bermuda Blue Book,,,1870,,,pp. 199-201,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1871. pp. 199-201, Berkeley Library_University of California.",,Bermuda Blue Book,,,1871,,,pp. 199-201,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1872. pp. 201-203, Berkeley Library_University of California.",,Bermuda Blue Book,,,1872,,,pp. 201-203,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1873. pp. 199-201, Berkeley Library_University of California.",,Bermuda Blue Book,,,1873,,,pp. 199-201,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1874. pp. 195-197, Berkeley Library_University of California.",,Bermuda Blue Book,,,1874,,,pp. 195-197,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1875. pp. 199-201, Berkeley Library_University of California.",,Bermuda Blue Book,,,1875,,,pp. 199-201,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1876. pp. 199-201, Berkeley Library_University of California.",,Bermuda Blue Book,,,1876,,,pp. 199-201,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1877. pp. 197-199, Berkeley Library_University of California.",,Bermuda Blue Book,,,1877,,,pp. 197-199,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1878. pp. 203-205, Berkeley Library_University of California.",,Bermuda Blue Book,,,1878,,,pp. 203-205,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1879. pp. 201, Berkeley Library_University of California.",,Bermuda Blue Book,,,1879,,,pp. 201,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1879. pp. 202, Berkeley Library_University of California.",,Bermuda Blue Book,,,1879,,,pp. 202,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1880. pp. 197, Berkeley Library_University of California.",,Bermuda Blue Book,,,1880,,,pp. 197,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1880. pp. 198, Berkeley Library_University of California.",,Bermuda Blue Book,,,1880,,,pp. 198,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1881. pp. 194-195, Berkeley Library_University of California.",,Bermuda Blue Book,,,1881,,,pp. 194-195,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1882. pp. 191-192, Berkeley Library_University of California.",,Bermuda Blue Book,,,1882,,,pp. 191-192,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1883. pp. 191-192, Berkeley Library_University of California.",,Bermuda Blue Book,,,1883,,,pp. 191-192,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1884. pp. 196-197, Berkeley Library_University of California.",,Bermuda Blue Book,,,1884,,,pp. 196-197,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1885. pp. 199-200, Berkeley Library_University of California.",,Bermuda Blue Book,,,1885,,,pp. 199-200,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1886. pp. 193-194, Berkeley Library_University of California.",,Bermuda Blue Book,,,1886,,,pp. 193-194,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1887. pp. 194-195, Berkeley Library_University of California.",,Bermuda Blue Book,,,1887,,,pp. 194-195,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1888. pp. 197-198, Berkeley Library_University of California.",,Bermuda Blue Book,,,1888,,,pp. 197-198,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1889. pp. 198-199, Berkeley Library_University of California.",,Bermuda Blue Book,,,1889,,,pp. 198-199,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1890. pp. 190-191, Berkeley Library_University of California.",,Bermuda Blue Book,,,1890,,,pp. 190-191,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1891. pp. 210-211, Berkeley Library_University of California.",,Bermuda Blue Book,,,1891,,,pp. 210-211,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1892. pp. 204-205, Berkeley Library_University of California.",,Bermuda Blue Book,,,1892,,,pp. 204-205,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1893. pp. 212-213, Berkeley Library_University of California.",,Bermuda Blue Book,,,1893,,,pp. 212-213,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1894. pp. 212-213, Berkeley Library_University of California.",,Bermuda Blue Book,,,1894,,,pp. 212-213,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1895. pp. 211-212, Berkeley Library_University of California.",,Bermuda Blue Book,,,1895,,,pp. 211-212,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1896. pp. 204-205, Berkeley Library_University of California.",,Bermuda Blue Book,,,1896,,,pp. 204-205,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1901. pp. 246-247, Berkeley Library_University of California.",,Bermuda Blue Book,,,1901,,,pp. 246-247,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1902. pp. 256-257, Berkeley Library_University of California.",,Bermuda Blue Book,,,1902,,,pp. 256-257,Berkeley Library_University of California,,statistical series,primary_yearbook,
"Bermuda Blue Book, 1903. pp. 242-243, Berkeley Library_University of California.",,Bermuda Blue Book,,,1903,,,pp. 242-243,Berkeley Library_University of California,,statistical series,primary_yearbook,
