bibliographic reference,author,name,country,volume_number,volume_date,editor,edition_date,pages,shelf_number,URL,source_category,type,notes
"Documents statistiques sur le commerce de la Tunisie, 1935. Régence de Tunis, Protectorat français, Direction des finances, Direction des douanes. pp. 211, Insee_S-TUN-4.",,Documents statistiques sur le commerce de la Tunisie,,,1935,"Régence de Tunis, Protectorat français, Direction des finances, Direction des douanes",,pp. 211,Insee_S-TUN-4,,statistical series,primary,
"Documents statistiques sur le commerce de la Tunisie, 1936. Régence de Tunis, Protectorat français, Direction des finances, Direction des douanes. pp. 211, Insee_S-TUN-4.",,Documents statistiques sur le commerce de la Tunisie,,,1936,"Régence de Tunis, Protectorat français, Direction des finances, Direction des douanes",,pp. 211,Insee_S-TUN-4,,statistical series,primary,
"Documents statistiques sur le commerce de la Tunisie, 1938. Régence de Tunis, Protectorat français, Direction des finances, Direction des douanes. pp. 212-213, Insee_S-TUN-4.",,Documents statistiques sur le commerce de la Tunisie,,,1938,"Régence de Tunis, Protectorat français, Direction des finances, Direction des douanes",,pp. 212-213,Insee_S-TUN-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1901-1910. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1901-1910,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1910. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1910,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1911. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1911,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1912. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1912,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1913. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1913,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1914. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1914,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1915. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1915,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1916. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1916,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1917. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1917,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1918. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1918,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1919. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1919,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1920. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1920,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1921. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1921,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1922. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1922,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1923. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1923,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1924. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1924,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1925. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1925,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1926. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1926,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1927. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1927,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1928. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1928,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1929. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1929,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1930. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1930,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1931. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1931,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1932. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1932,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1933. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1933,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1934. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1934,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1935. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1935,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1936. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1936,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1937. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1937,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Documents statistiques sur le commerce de l'Algérie, 1938. Gouvernement général de l'Algérie, Direction des Douanes. Insee_S-ALG-4.",,Documents statistiques sur le commerce de l'Algérie,,,1938,"Gouvernement général de l'Algérie, Direction des Douanes",,,Insee_S-ALG-4,,statistical series,primary,
"Douanes de la Syrie et du Liban. Statistiques du commerce extérieur, 1944. pp. 24-31, Insee_S.LIBAN.4.",,Douanes de la Syrie et du Liban. Statistiques du commerce extérieur,,,1944,,,pp. 24-31,Insee_S.LIBAN.4,,statistical series,primary,
"East Africa Protectorate Blue Book, 1901-02. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1901-02,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1902-03. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1902-03,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1903-04. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1903-04,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1904-05. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1904-05,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1905-06. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1905-06,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1906-07. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1906-07,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1907-08. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1907-08,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1908-09. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1908-09,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1910-11. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1910-11,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1911-12. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1911-12,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1912-13. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1912-13,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1913-14. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1913-14,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1914-15. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1914-15,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"East Africa Protectorate Blue Book, 1915-16. pp. W1-W2, Penn Libraries_University of Pennsylvania.",,East Africa Protectorate Blue Book,,,1915-16,,,pp. W1-W2,Penn Libraries_University of Pennsylvania,,statistical series,primary_yearbook,
"Estadistica de importacion, exportacion Republica del Ecuador, 1933. pp. 212-213, Insee_EQ-6.",,"Estadistica de importacion, exportacion Republica del Ecuador",,,1933,,,pp. 212-213,Insee_EQ-6,,statistical series,primary,
"Estadistica general del Comercio Esterior de la Republica Argentina, 1875. pp. 3-4, BNF_Fol-PQ-149(150).",,Estadistica general del Comercio Esterior de la Republica Argentina,,,1875,,,pp. 3-4,BNF_Fol-PQ-149(150),,statistical series,primary,
"Estadistica general del Comercio Esterior de la República Argentina, 1872. pp. 16-19, Insee_AR-6.",,Estadistica general del Comercio Esterior de la República Argentina,,,1872,,,pp. 16-19,Insee_AR-6,,statistical series,primary,
"Estadistica general del Comercio Esterior de la República Argentina, 1873. pp. 2, Insee_AR-6.",,Estadistica general del Comercio Esterior de la República Argentina,,,1873,,,pp. 2,Insee_AR-6,,statistical series,primary,
"Estadistica general del Comercio Esterior de la República Argentina, 1874. pp. 2, Insee_AR-6.",,Estadistica general del Comercio Esterior de la República Argentina,,,1874,,,pp. 2,Insee_AR-6,,statistical series,primary,
"Estadistica general del Comercio Esterior de la República Argentina, 1883. pp. XI, Insee_AR-6.",,Estadistica general del Comercio Esterior de la República Argentina,,,1883,,,pp. XI,Insee_AR-6,,statistical series,primary,
"Estadistica general del Comercio Esterior de la República Argentina, 1892. pp. 260, Insee_AR-6.",,Estadistica general del Comercio Esterior de la República Argentina,,,1892,,,pp. 260,Insee_AR-6,,statistical series,primary,
"Estadistica general del Comercio Esterior de la República Argentina, 1892. pp. 261, Insee_AR-6.",,Estadistica general del Comercio Esterior de la República Argentina,,,1892,,,pp. 261,Insee_AR-6,,statistical series,primary,
"Estadistica general del Comercio Esterior de la República Argentina, 1892. pp. III, Insee_AR-6.",,Estadistica general del Comercio Esterior de la República Argentina,,,1892,,,pp. III,Insee_AR-6,,statistical series,primary,
"Estadistica mercantil de Venezuela, 1873-74. pp. 372-375, https://books.google.com.pa/books?id=fdtLAAAAYAAJ&printsec=frontcover#v=onepage&q&f=false.",,Estadistica mercantil de Venezuela,,,1873-74,,,pp. 372-375,,https://books.google.com.pa/books?id=fdtLAAAAYAAJ&printsec=frontcover#v=onepage&q&f=false,statistical series,primary,
"Estadisticas de las exportaciones del Ecuador, 1940-1942. pp. 8-10, Insee_EQ-6.",,Estadisticas de las exportaciones del Ecuador,,,1940-1942,,,pp. 8-10,Insee_EQ-6,,statistical series,primary,
"Estados Unidos de Venezuela. Estadistica Mercantil y Maritima, Jul-Dec. 1938. pp. XXVI-XXVII, BnF_FOL-PW-203.",,Estados Unidos de Venezuela. Estadistica Mercantil y Maritima,,,Jul-Dec. 1938,,,pp. XXVI-XXVII,BnF_FOL-PW-203,,statistical series,primary,
"Estadística comercial de la República de Chile, 1869. pp. 38-39, BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1869,,,pp. 38-39,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1869. pp. 80, BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1869,,,pp. 80,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística del comercio especial del Peru, 1920. pp. v, BnF_FOL-PN-415_FOL-V-6092.",,Estadística del comercio especial del Peru,,,1920,,,pp. v,BnF_FOL-PN-415_FOL-V-6092,,statistical series,primary,
"Estadística comercial de la República de Chile, 1844. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1844,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1844-1913. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1844-1913,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1845. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1845,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1846. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1846,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1847. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1847,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1848. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1848,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1849. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1849,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1850. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1850,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1851. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1851,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1852. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1852,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1854. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1854,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1856. pp. 114, BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1856,,,pp. 114,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1857. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1857,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1859. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1859,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1860. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1860,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1866. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1866,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1867. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1867,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1868. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1868,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1870. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1870,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1872. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1872,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1874. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1874,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1876. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1876,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1878. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1878,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1880. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1880,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1881. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1881,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1883. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1883,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1885. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1885,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1887. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1887,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1889. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1889,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1891. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1891,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1892. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1892,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1894. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1894,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1896. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1896,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística comercial de la República de Chile, 1898. BnF_PP-67 & Insee_CH-6.",,Estadística comercial de la República de Chile,,,1898,,,,BnF_PP-67 & Insee_CH-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1849. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1849,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1850. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1850,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1851. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1851,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1852. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1852,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1853. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1853,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1854. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1854,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1855. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1855,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1856. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1856,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1857. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1857,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1858. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1858,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1859. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1859,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1860. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1860,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1861. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1861,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1862. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1862,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1863. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1863,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1864. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1864,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1865. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1865,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1866. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1866,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1867. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1867,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1868. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1868,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1869. Dirección general de aduanas. pp. 581, Insee_E-6.",,Estadística general del comercio exterior de España,,,1869,Dirección general de aduanas,,pp. 581,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1870. Dirección general de aduanas. pp. 529, Insee_E-6.",,Estadística general del comercio exterior de España,,,1870,Dirección general de aduanas,,pp. 529,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1871. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1871,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1872. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1872,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1873. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1873,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1874. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1874,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1875. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1875,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
"Estadística general del comercio exterior de España, 1876. Dirección general de aduanas. Insee_E-6.",,Estadística general del comercio exterior de España,,,1876,Dirección general de aduanas,,,Insee_E-6,,statistical series,primary,
